_id,ano,mes,avaliador,vistoria_data,vistoria_risco,vistoria_localidade,vistoria_rpa_codigo,vistoria_microrregiao,vistoria_setor,processo_numero
1,2012,12-dezembro,Engenheiro - Área Morro,2012-12-28T08:51:53,R3 Alto,FUNDAO,2,2.2,2-NORTE,8009124312
2,2012,12-dezembro,Engenheiro - Área Morro,2012-12-07T16:00:48,R2 Médio,IBURA DE BAIXO,6,6.2,6-SUL,8008124012
3,2012,12-dezembro,Engenheiro - Área Morro,2012-12-18T15:02:40,Não informado,JORDÃO BAIXO,6,6.2,6-SUL,8007253012
4,2012,12-dezembro,Engenheiro - Área Morro,2012-12-28T10:09:20,R4 Muito Alto,ALTO DA BRASILEIRA,3,3.3,3-NOROESTE,8006628012
5,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T14:34:07,R3 Alto,ALTO DA JAQUEIRA - Jordão,6,6.2,6-SUL,8008472812
6,2012,12-dezembro,Engenheiro - Área Morro,2012-12-28T09:16:45,R2 Médio,alto da esperança,2,2.3,2-NORTE,8009122012
7,2012,12-dezembro,Engenheiro - Área Morro,2012-12-21T11:30:44,Não informado,VILA DOS MILAGRES,6,6.2,6-SUL,8009072312
8,2012,12-dezembro,Engenheiro - Área Morro,2012-12-14T10:26:58,R3 Alto,BOMBA DO HEMETERIO,2,2.2,2-NORTE,8009040412
9,2012,12-dezembro,Engenheiro - Área Morro,2012-12-03T21:04:09,R3 Alto,BOMBA DO HEMETERIO,2,2.2,2-NORTE,8008747712
10,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T09:21:24,R3 Alto,BEBERIBE,2,2.3,2-NORTE,8007890012
11,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T09:39:53,R3 Alto,ALTO DO DEODATO,2,2.2,2-NORTE,8006247712
12,2012,12-dezembro,Engenheiro - Área Morro,2012-12-19T15:02:34,R3 Alto,ALTO DA TELHA,3,3.3,3-NOROESTE,8009049112
13,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T09:21:10,R2 Médio,IBURA DE BAIXO,6,6.2,6-SUL,8007875112
14,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T10:50:13,Não informado,UR-02,6,6.2,6-SUL,8008455612
15,2012,12-dezembro,Engenheiro - Área Morro,2012-12-19T14:01:44,Não informado,IBURA DE BAIXO,6,6.2,6-SUL,8006222412
16,2012,12-dezembro,Engenheiro - Área Morro,2012-12-28T09:33:07,R2 Médio,ALTO SANTA TEREZINHA,2,2.2,2-NORTE,8009125012
17,2012,12-dezembro,Engenheiro - Área Morro,2012-12-20T11:59:13,R2 Médio,Jardim Teresópoles,4,4.3,4-NORDESTE,8008985512
18,2012,12-dezembro,Engenheiro - Área Morro,2012-12-21T14:43:04,Não informado,UR-10,6,6.2,6-SUL,8008710612
19,2012,12-dezembro,Engenheiro - Área Morro,2012-12-03T09:26:44,R2 Médio,CORREGO DA AREIA,3,3.3,3-NOROESTE,8008559612
20,2012,12-dezembro,Engenheiro - Área Morro,2012-12-03T15:38:18,Não informado,alto do reservatorio,3,3.3,3-NOROESTE,8008681612
21,2012,12-dezembro,Engenheiro - Área Morro,2012-12-07T15:29:19,R3 Alto,lagoa encantada,6,6.2,6-SUL,8008695712
22,2012,12-dezembro,Engenheiro - Área Morro,2012-12-20T14:45:59,R2 Médio,ALTO DA BELA VISTA,6,6.2,6-SUL,8006087012
23,2012,12-dezembro,Engenheiro - Área Morro,2012-12-03T14:52:19,Não informado,CORREGO DA BICA,3,3.3,3-NOROESTE,8008198312
24,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T15:01:35,R3 Alto,IBURA DE BAIXO,6,6.2,6-SUL,8006217012
25,2012,12-dezembro,Engenheiro - Área Morro,2012-12-03T21:04:48,R3 Alto,ALTO DO PASCOAL,2,2.2,2-NORTE,8006960512
26,2012,12-dezembro,Engenheiro - Área Morro,2012-12-11T10:43:22,R3 Alto,ALTO DO PASCOAL,2,2.2,2-NORTE,8008970812
27,2012,12-dezembro,Engenheiro - Área Morro,2012-12-04T08:54:53,R3 Alto,Córrego do Eucalipto,3,3.3,3-NOROESTE,8008663812
28,2012,12-dezembro,Engenheiro - Área Morro,2012-12-04T10:13:42,R3 Alto,alto jose idalino,3,3.3,3-NOROESTE,8008755012
29,2012,12-dezembro,Engenheiro - Área Morro,2012-12-26T11:20:43,Não informado,LAGOA ENCANTADA,6,6.2,6-SUL,8005178112
30,2012,12-dezembro,Engenheiro - Área Morro,2012-12-21T14:51:29,R4 Muito Alto,UR-05,6,6.2,6-SUL,8008835312
31,2012,12-dezembro,Engenheiro - Área Morro,2012-12-24T08:53:42,R2 Médio,CORREGO DO INACIO,3,3.3,3-NOROESTE,8006043212
32,2012,12-dezembro,Engenheiro - Área Morro,2012-12-06T15:01:46,Não informado,UR-03,6,6.2,6-SUL,8007021212
33,2012,12-dezembro,Engenheiro - Área Morro,2012-12-13T09:33:13,R3 Alto,ALTO SANTA TEREZINHA,2,2.2,2-NORTE,8008759512
34,2012,12-dezembro,Engenheiro - Área Morro,2012-12-20T15:30:18,Não informado,JORDAO ALTO,6,6.2,6-SUL,8008558012
35,2012,12-dezembro,Engenheiro - Área Morro,2012-12-20T15:06:22,R4 Muito Alto,JARDIM JORDAO,6,6.2,6-SUL,8005193012
36,2012,12-dezembro,Engenheiro - Área Morro,2012-12-19T09:11:36,R1 Baixo,CORREGO MANUEL DAS MENINAS,3,3.3,3-NOROESTE,8009041012
37,2012,12-dezembro,Engenheiro - Área Morro,2012-12-03T21:01:10,R3 Alto,BOMBA DO HEMETERIO,2,2.2,2-NORTE,8008774412
38,2012,12-dezembro,Engenheiro - Área Morro,2012-12-24T09:13:29,Não informado,CORREGO DO INACIO,3,3.3,3-NOROESTE,8006266112
39,2012,11-novembro,Engenheiro - Área Morro,2012-11-30T15:06:04,R3 Alto,UR-05,6,6.2,6-SUL,8008287612
40,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T09:41:00,Não informado,PASSARINHO,3,3.3,3-NOROESTE,8008571612
41,2012,11-novembro,Engenheiro - Área Morro,2012-11-12T14:25:34,R3 Alto,TRES CARNEIROS,6,6.2,6-SUL,8007141812
42,2012,11-novembro,Engenheiro - Área Morro,2012-11-13T08:33:39,Não informado,CASA AMARELA,3,3.3,3-NOROESTE,8008200812
43,2012,11-novembro,Engenheiro - Área Morro,2012-11-12T09:55:48,Não informado,PORTO DA MADEIRA,2,2.3,2-NORTE,8008044612
44,2012,11-novembro,Engenheiro - Área Morro,2012-11-29T09:06:21,R4 Muito Alto,SITIO DOS PINTOS,3,3.1,3-NOROESTE,8008523112
45,2012,11-novembro,Engenheiro - Área Morro,2012-11-08T15:54:58,R3 Alto,SITIO SAO BRAZ,3,3.1,3-NOROESTE,8008249712
46,2012,11-novembro,Engenheiro - Área Morro,2012-11-16T21:09:14,R1 Baixo,boa viagem,6,6.1,6-SUL,8006681912
47,2012,11-novembro,Engenheiro - Área Morro,2012-11-29T16:09:00,Não informado,ALTO DA BRASILEIRA,3,3.3,3-NOROESTE,8007170812
48,2012,11-novembro,Engenheiro - Área Morro,2012-11-09T10:46:08,R4 Muito Alto,CORREGO SANTA TEREZA,3,3.3,3-NOROESTE,8008244512
49,2012,11-novembro,Engenheiro - Área Morro,2012-11-07T11:29:40,R3 Alto,ALTO DA BRASILEIRA,3,3.3,3-NOROESTE,8007851512
50,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T14:50:53,R2 Médio,MACAXEIRA,3,3.3,3-NOROESTE,8008394712
51,2012,11-novembro,Engenheiro - Área Morro,2012-11-11T23:48:06,R3 Alto,corrego do eucalipto,3,3.3,3-NOROESTE,8007498312
52,2012,11-novembro,Engenheiro - Área Morro,2012-11-06T16:04:36,R3 Alto,BEBERIBE-,2,2.3,2-NORTE,8005233212
53,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T09:43:02,R3 Alto,LADEIRA DE PEDRA,2,2.2,2-NORTE,8007094012
54,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T16:06:34,R2 Médio,CORREGO DO MARRECO,3,3.3,3-NOROESTE,8008441512
55,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T15:04:23,Não informado,CORREGO DO ARCANJO,3,3.3,3-NOROESTE,8008439012
56,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T09:44:33,R3 Alto,DOIS UNIDOS,2,2.3,2-NORTE,8008510712
57,2012,11-novembro,Engenheiro - Área Morro,2012-11-12T00:01:52,R2 Médio,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8006174012
58,2012,11-novembro,Engenheiro - Área Morro,2012-11-15T11:39:00,R3 Alto,ALTO DO PERERINHA - AGUA FRIA,2,2.2,2-NORTE,8007934812
59,2012,11-novembro,Engenheiro - Área Morro,2012-11-06T16:20:58,R3 Alto,DOIS UNIDO,2,2.3,2-NORTE,8006248312
60,2012,11-novembro,Engenheiro - Área Morro,2012-11-01T15:05:23,R3 Alto,ALTO DO MARACANA,2,2.3,2-NORTE,8005480012
61,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T08:18:51,R1 Baixo,ALTO SANTA ISABEL,3,3.1,3-NOROESTE,8008092012
62,2012,11-novembro,Engenheiro - Área Morro,2012-11-13T08:59:10,Não informado,CGO DO ARCANJO,3,3.3,3-NOROESTE,8008176012
63,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T10:40:45,R2 Médio,ALTO DO PASCOAL,2,2.3,2-NORTE,8008285312
64,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T08:03:18,R3 Alto,ALTO DO MANDU,3,3.1,3-NOROESTE,8007951012
65,2012,11-novembro,Engenheiro - Área Morro,2012-11-15T11:34:39,R3 Alto,ALTO DO PASCOAL,2,2.2,2-NORTE,8006949112
66,2012,11-novembro,Engenheiro - Área Morro,2012-11-30T09:21:26,Não informado,UR 3,6,6.2,6-SUL,8007776312
67,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T14:30:37,Não informado,CAMPO DA UNIAO,3,3.3,3-NOROESTE,8007749612
68,2012,11-novembro,Engenheiro - Área Morro,2012-11-29T08:56:14,R4 Muito Alto,CORREGO DO JOAQUIM,3,3.3,3-NOROESTE,8008096612
69,2012,11-novembro,Engenheiro - Área Morro,2012-11-13T08:29:15,R2 Médio,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8008106112
70,2012,11-novembro,Engenheiro - Área Morro,2012-11-19T09:19:46,R3 Alto,BEBERIBE,2,2.3,2-NORTE,8007889212
71,2012,11-novembro,Engenheiro - Área Morro,2012-11-19T09:13:52,R2 Médio,CORREGO JOSE IDALINO,3,3.3,3-NOROESTE,8008239112
72,2012,11-novembro,Engenheiro - Área Morro,2012-11-28T09:13:02,R3 Alto,CORREGO DO CURIO,2,2.3,2-NORTE,8008652612
73,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T09:30:08,R4 Muito Alto,CGO DO JOAQUIM,3,3.3,3-NOROESTE,8007888612
74,2012,11-novembro,Engenheiro - Área Morro,2012-11-11T23:55:17,Não informado,ALTO NOSSA SENHORA DE FATIMA,3,3.2,3-NOROESTE,8007097912
75,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T14:39:42,Não informado,ALTO JARDIM PROGRESSO,3,3.3,3-NOROESTE,8008006712
76,2012,11-novembro,Engenheiro - Área Morro,2012-11-11T23:07:01,R3 Alto,MORRO DA CONCEIÇAÕ,3,3.2,3-NOROESTE,8006811012
77,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T08:28:29,Não informado,ALTO DO RESERVATORIO,3,3.3,3-NOROESTE,8007976212
78,2012,11-novembro,Engenheiro - Área Morro,2012-11-17T21:48:10,R4 Muito Alto,ALTO DO CAPITAL,2,2.3,2-NORTE,8007988012
79,2012,11-novembro,Engenheiro - Área Morro,2012-11-19T10:30:44,R3 Alto,LINHA DO TIRO,2,2.3,2-NORTE,8007818812
80,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T10:07:25,R2 Médio,CORREGO ANTONIO RODRIGUES,2,2.2,2-NORTE,8008608712
81,2012,11-novembro,Engenheiro - Área Morro,2012-11-30T09:15:58,Não informado,UR 03,6,6.2,6-SUL,8006735112
82,2012,11-novembro,Engenheiro - Área Morro,2012-11-29T16:17:26,R4 Muito Alto,ALTO DA BRASILEIRA,3,3.3,3-NOROESTE,8007719012
83,2012,11-novembro,Engenheiro - Área Morro,2012-11-09T10:53:02,R3 Alto,ALTO DO REFUGIO,3,3.3,3-NOROESTE,8007459812
84,2012,11-novembro,Engenheiro - Área Morro,2012-11-15T11:22:51,R3 Alto,alto do pascoal,2,2.2,2-NORTE,8007916012
85,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T08:20:06,Não informado,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8008157512
86,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T08:58:55,R3 Alto,ALTO DO CRUZEIRO,3,3.3,3-NOROESTE,8008590012
87,2012,11-novembro,Engenheiro - Área Morro,2012-11-29T09:02:11,R2 Médio,CGO DO BOLEIRO,3,3.3,3-NOROESTE,8008093712
88,2012,11-novembro,Engenheiro - Área Morro,2012-11-15T10:35:30,R3 Alto,ALTO DO PASCOAL,2,2.2,2-NORTE,8006956812
89,2012,11-novembro,Engenheiro - Área Morro,2012-11-12T15:19:54,R2 Médio,UR-10,6,6.2,6-SUL,8007879712
90,2012,11-novembro,Engenheiro - Área Morro,2012-11-07T10:45:14,R1 Baixo,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8007798712
91,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T16:19:52,R2 Médio,CORREGO DO JENIPAPO,3,3.3,3-NOROESTE,8007280812
92,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T09:32:38,Não informado,CORREGO DO JOAQUIM,3,3.3,3-NOROESTE,8007975612
93,2012,11-novembro,Engenheiro - Área Morro,2012-11-16T21:41:14,R1 Baixo,CORDEIRO,4,4.1,4-NORDESTE,8008552112
94,2012,11-novembro,Engenheiro - Área Morro,2012-11-17T22:05:25,R3 Alto,ALTO DO MARACANA,2,2.3,2-NORTE,8006969212
95,2012,11-novembro,Engenheiro - Área Morro,2012-11-05T15:32:53,R3 Alto,IBURA DE BAIXO,6,6.2,6-SUL,8008090812
96,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T08:27:41,Não informado,Alto do burity,3,3.3,3-NOROESTE,8006289112
97,2012,11-novembro,Engenheiro - Área Morro,2012-11-11T23:23:31,Não informado,ALTO DO MANDU,3,3.1,3-NOROESTE,8006809512
98,2012,11-novembro,Engenheiro - Área Morro,2012-11-15T10:32:28,R3 Alto,Alto do Pascoal,2,2.2,2-NORTE,8007937712
99,2012,11-novembro,Engenheiro - Área Morro,2012-11-12T14:58:09,Não informado,JORDÃO BAIXO,6,6.2,6-SUL,8008391812
100,2012,11-novembro,Engenheiro - Área Morro,2012-11-26T08:21:58,R2 Médio,ALTO DO REFUGIO,3,3.3,3-NOROESTE,8006214112
101,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T09:51:22,R2 Médio,LINHA DO TIRO,2,2.3,2-NORTE,8006954512
102,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T08:32:43,Não informado,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8008149212
103,2012,11-novembro,Engenheiro - Área Morro,2012-11-13T10:28:44,Não informado,COQUEIRAL,5,5.3,5-SUDOESTE,8008338012
104,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T08:14:29,Não informado,alto do leonardo,3,3.3,3-NOROESTE,8007726612
105,2012,11-novembro,Engenheiro - Área Morro,2012-11-20T11:06:29,Não informado,ALTO DO CAPITAO,2,2.3,2-NORTE,8008554412
106,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T15:53:26,R3 Alto,ALTO JOSE BONIFACIO,3,3.2,3-NOROESTE,8007917612
107,2012,11-novembro,Engenheiro - Área Morro,2012-11-15T11:38:13,Não informado,ALTO DO PASCOAL,2,2.2,2-NORTE,8008174712
108,2012,11-novembro,Engenheiro - Área Morro,2012-11-23T21:42:16,Não informado,UR-02,6,6.2,6-SUL,8008565612
109,2012,11-novembro,Engenheiro - Área Morro,2012-11-12T10:05:24,R3 Alto,BEBERIBE,2,2.3,2-NORTE,8006763512
110,2012,11-novembro,Engenheiro - Área Morro,2012-11-11T22:50:11,Não informado,MACAXEIRA,3,3.3,3-NOROESTE,8007129812
111,2012,11-novembro,Engenheiro - Área Morro,2012-11-05T15:15:21,R3 Alto,JORDÃO BAIXO,6,6.2,6-SUL,8008063012
112,2012,11-novembro,Engenheiro - Área Morro,2012-11-22T08:24:29,Não informado,alto santa isabel,3,3.1,3-NOROESTE,8008256312
113,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T05:10:43,R3 Alto,alto do pereirinha,2,2.2,2-NORTE,8007497712
114,2012,11-novembro,Engenheiro - Área Morro,2012-11-21T04:41:46,R4 Muito Alto,AGUA FRIA,2,2.2,2-NORTE,8008404212
115,2012,11-novembro,Engenheiro - Área Morro,2012-11-08T15:41:39,Não informado,DOIS UNIDOS,3,3.1,3-NOROESTE,8007333412
116,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:16:41,Não informado,ALTO DOUTOR CAITER,3,3.3,3-NOROESTE,8006413412
117,2012,10-outubro,Engenheiro - Área Morro,2012-10-16T15:41:07,R2 Médio,CGO DO BOTIJÃO,3,3.2,3-NOROESTE,8005561012
118,2012,10-outubro,Engenheiro - Área Morro,2012-10-22T14:54:06,R2 Médio,corrego da bica,3,3.3,3-NOROESTE,8007578712
119,2012,10-outubro,Engenheiro - Área Morro,2012-10-16T18:30:32,Não informado,DOIS UNIDOS,2,2.3,2-NORTE,8007231712
120,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:24:54,Não informado,ALTO DO BURITY,3,3.3,3-NOROESTE,8007337012
121,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T21:05:08,Não informado,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8006765812
122,2012,10-outubro,Engenheiro - Área Morro,2012-10-25T15:28:08,R4 Muito Alto,DOIS UNIDOS,2,2.3,2-NORTE,8007782312
123,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:31:55,Não informado,MORRO DA CONCEIÇAO,3,3.2,3-NOROESTE,8005893212
124,2012,10-outubro,Engenheiro - Área Morro,2012-10-29T15:48:14,R2 Médio,ALTO DO MARACANÃ,2,2.3,2-NORTE,8005839812
125,2012,10-outubro,Engenheiro - Área Morro,2012-10-18T09:52:42,R2 Médio,UR 5,6,6.2,6-SUL,8007455212
126,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T11:25:56,R3 Alto,cajueiro alto,2,2.2,2-NORTE,8007596512
127,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T11:17:40,Não informado,LAGOA ENCANTADA,6,6.2,6-SUL,8005232612
128,2012,10-outubro,Engenheiro - Área Morro,2012-10-31T15:50:50,R1 Baixo,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8007852112
129,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T18:02:55,Não informado,corrego do euclides,3,3.1,3-NOROESTE,8005977112
130,2012,10-outubro,Engenheiro - Área Morro,2012-10-15T16:43:27,R2 Médio,ALTO DO CAPITÃO,2,2.3,2-NORTE,8005355012
131,2012,10-outubro,Engenheiro - Área Morro,2012-10-22T15:54:40,R3 Alto,UR-04,6,6.2,6-SUL,8007963812
132,2012,10-outubro,Engenheiro - Área Morro,2012-10-25T15:39:42,R2 Médio,SITIO DO ROSARIO,2,2.3,2-NORTE,8007913012
133,2012,10-outubro,Engenheiro - Área Morro,2012-10-16T18:19:00,R3 Alto,COMUNIDADE CHAGAS FERREIRA,2,2.3,2-NORTE,8007332812
134,2012,10-outubro,Engenheiro - Área Morro,2012-10-29T15:11:15,R2 Médio,DOIS UNIDOS,2,2.3,2-NORTE,8005266812
135,2012,10-outubro,Engenheiro - Área Morro,2012-10-04T15:27:24,R3 Alto,Jordão Baixo,6,6.2,6-SUL,8007499012
136,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T15:32:26,R2 Médio,Ibura de Baixo,6,6.2,6-SUL,8006967012
137,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T20:48:39,Não informado,ALTO DOUTOR CAITER,3,3.3,3-NOROESTE,8007020612
138,2012,10-outubro,Engenheiro - Área Morro,2012-10-03T14:45:06,R4 Muito Alto,CORREGO DA LOURA,3,3.3,3-NOROESTE,8007540012
139,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T21:09:54,Não informado,olho d'agua,3,3.3,3-NOROESTE,8007022912
140,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:09:48,Não informado,ALTO DOUTOR CAITER,3,3.3,3-NOROESTE,8006768712
141,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T15:22:39,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8007930212
142,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T18:40:21,Não informado,MANGABEIRA,3,3.2,3-NOROESTE,8005554312
143,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T18:32:22,Não informado,bomba do hemeterio,3,3.1,3-NOROESTE,8005291212
144,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T20:42:37,Não informado,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8006754612
145,2012,10-outubro,Engenheiro - Área Morro,2012-10-18T15:30:33,R4 Muito Alto,CORREGO TANCREDO NEVES,2,2.3,2-NORTE,8005843512
146,2012,10-outubro,Engenheiro - Área Morro,2012-10-31T23:47:32,R3 Alto,DOIS UNIDOS,2,2.3,2-NORTE,8007967312
147,2012,10-outubro,Engenheiro - Área Morro,2012-10-17T14:56:44,Não informado,VASCO DA GAMA,3,3.2,3-NOROESTE,8006006012
148,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T20:35:33,Não informado,CORREGO DO EUCALIPTO,3,3.3,3-NOROESTE,8007019812
149,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T16:09:28,R3 Alto,ALTO DO MARACANA,2,2.3,2-NORTE,8005939212
150,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T14:56:08,R3 Alto,CORREGO JOSE IDALINO,3,3.3,3-NOROESTE,8007694712
151,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T16:20:13,R3 Alto,LINHA DO TIRO,2,2.3,2-NORTE,8006229912
152,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:19:04,Não informado,CGO DO EUCALIPTO,3,3.3,3-NOROESTE,8006461912
153,2012,10-outubro,Engenheiro - Área Morro,2012-10-29T15:55:38,R3 Alto,JORDÃO BAIXO,6,6.2,6-SUL,8007254712
154,2012,10-outubro,Engenheiro - Área Morro,2012-10-17T15:55:14,Não informado,JORDAO BAIXO,6,6.2,6-SUL,8005454912
155,2012,10-outubro,Engenheiro - Área Morro,2012-10-16T19:26:38,R2 Médio,DOIS UNIDOS,2,2.3,2-NORTE,8005691012
156,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T15:20:19,R2 Médio,CORREGO JOSE IDALINO,3,3.3,3-NOROESTE,8007854412
157,2012,10-outubro,Engenheiro - Área Morro,2012-10-16T15:48:16,R1 Baixo,ALTO DO EUCALIPTO,3,3.2,3-NOROESTE,8007173712
158,2012,10-outubro,Engenheiro - Área Morro,2012-10-17T11:17:12,R3 Alto,DOIS UNIDOS,2,2.3,2-NORTE,8006340712
159,2012,10-outubro,Engenheiro - Área Morro,2012-10-09T14:51:25,R2 Médio,ALTO JOSE BONIFACIO,3,3.2,3-NOROESTE,8006146612
160,2012,10-outubro,Engenheiro - Área Morro,2012-10-03T14:56:00,R2 Médio,ALTO DA TELHA,3,3.3,3-NOROESTE,8007369912
161,2012,10-outubro,Engenheiro - Área Morro,2012-10-11T15:22:43,R3 Alto,UR-03,6,6.2,6-SUL,8007760012
162,2012,10-outubro,Engenheiro - Área Morro,2012-10-16T22:00:16,R4 Muito Alto,CHAGAS FERREIRA,2,2.3,2-NORTE,8006017112
163,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T15:34:00,R2 Médio,corrego jose idalino,3,3.3,3-NOROESTE,8007873912
164,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:20:49,Não informado,CORREGO DO EUCALIPTO,3,3.3,3-NOROESTE,8006781312
165,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T20:22:20,R3 Alto,CORREGO SAO DOMINGOS SAVIO,3,3.2,3-NOROESTE,8005476212
166,2012,10-outubro,Engenheiro - Área Morro,2012-10-29T16:03:18,R3 Alto,JORDAO BAIXO,6,6.2,6-SUL,8006675912
167,2012,10-outubro,Engenheiro - Área Morro,2012-10-23T14:39:44,R2 Médio,CORREGO JOSE IDALINO,3,3.3,3-NOROESTE,8007936012
168,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T08:22:41,Não informado,MORRO DA CONCEIÇÃO,3,3.2,3-NOROESTE,8007317912
169,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T11:47:27,R3 Alto,ALTO DA BELA VISTA,6,6.2,6-SUL,8005845812
170,2012,10-outubro,Engenheiro - Área Morro,2012-10-03T15:07:37,R4 Muito Alto,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8007195012
171,2012,10-outubro,Engenheiro - Área Morro,2012-10-29T16:10:00,R4 Muito Alto,DOIS UNIDOS,2,2.3,2-NORTE,8005222012
172,2012,10-outubro,Engenheiro - Área Morro,2012-10-07T20:57:41,Não informado,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8006679412
173,2012,10-outubro,Engenheiro - Área Morro,2012-10-08T11:59:26,R3 Alto,ALTO DA BELA VISTA,6,6.2,6-SUL,8005852412
174,2012,09-setembro,Engenheiro - Área Morro,2012-09-14T15:03:05,R3 Alto,JORDÃO ALTO,6,6.2,6-SUL,8005525312
175,2012,09-setembro,Engenheiro - Área Morro,2012-09-10T08:53:45,Não informado,ALTO NOSSA SENHORA DE FATIMA,3,3.2,3-NOROESTE,8005869412
176,2012,09-setembro,Engenheiro - Área Morro,2012-09-27T15:08:49,R2 Médio,CGO SAO SEBASTIAO,2,2.2,2-NORTE,8007371312
177,2012,09-setembro,Engenheiro - Área Morro,2012-09-24T08:58:39,R2 Médio,Alto Santa Terezinha,2,2.2,2-NORTE,8006390412
178,2012,09-setembro,Engenheiro - Área Morro,2012-09-25T11:14:04,R2 Médio,ibura,6,6.2,6-SUL,8007032412
179,2012,09-setembro,Engenheiro - Área Morro,2012-09-12T10:50:02,R3 Alto,SÍTIO DOS MACACOS,3,3.3,3-NOROESTE,8006481012
180,2012,09-setembro,Engenheiro - Área Morro,2012-09-12T08:06:33,Não informado,Corrego do Eucalipto,3,3.3,3-NOROESTE,8006425212
181,2012,09-setembro,Engenheiro - Área Morro,2012-09-27T13:10:43,R3 Alto,ALTO DO CAPITAO,2,2.3,2-NORTE,8007346912
182,2012,09-setembro,Engenheiro - Área Morro,2012-09-17T15:08:46,R4 Muito Alto,COSTA PORTO,6,6.2,6-SUL,8005364012
183,2012,09-setembro,Engenheiro - Área Morro,2012-09-21T11:29:17,R4 Muito Alto,corrego do mucego,3,3.1,3-NOROESTE,8005458412
184,2012,09-setembro,Engenheiro - Área Morro,2012-09-17T15:21:39,R3 Alto,COSTA PORTO,6,6.2,6-SUL,8005436012
185,2012,09-setembro,Engenheiro - Área Morro,2012-09-17T09:50:06,R3 Alto,CORREGO JOSE IDALINO,3,3.3,3-NOROESTE,8006254312
186,2012,09-setembro,Engenheiro - Área Morro,2012-09-10T09:58:15,R3 Alto,CORREGO DA BICA,3,3.3,3-NOROESTE,8006442412
