_id,ano,mes,avaliador,vistoria_data,vistoria_risco,vistoria_localidade,vistoria_rpa_codigo,vistoria_microrregiao,vistoria_setor,processo_numero
873,2013,10-outubro,Engenheiro - Área Morro,2013-10-21T19:29:30,R3 Alto,NOVA DESCOBERTA,3,3.3,3-NOROESTE,8014044213
874,2013,10-outubro,Engenheiro - Área Morro,2013-10-21T10:57:37,R2 Médio,alto jardim progresso,3,3.3,3-NOROESTE,8014919913
875,2013,10-outubro,Engenheiro - Área Morro,2013-10-20T18:41:57,R2 Médio,CGO DA AREIA,3,3.3,3-NOROESTE,8010699413
876,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T09:43:08,R3 Alto,CGO. DA LOURA,3,3.3,3-NOROESTE,8015514213
877,2013,10-outubro,Engenheiro - Área Morro,2013-10-18T15:28:18,Não informado,LAGOA ENCANTADA,6,6.3,6-SUL,8016018913
878,2013,10-outubro,Engenheiro - Área Morro,2013-10-08T14:53:11,R2 Médio,PASSARINHO,3,3.3,3-NOROESTE,8015093713
879,2013,10-outubro,Engenheiro - Área Morro,2013-10-21T21:06:01,Não informado,UR-1,6,6.2,6-SUL,8002317913
880,2013,10-outubro,Engenheiro - Área Morro,2013-10-24T10:43:48,R3 Alto,JORDÃO ALTO,6,6.2,6-SUL,8012797313
881,2013,10-outubro,Engenheiro - Área Morro,2013-10-03T15:05:24,R2 Médio,ALTO,6,6.2,6-SUL,8016022613
882,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T09:08:31,R3 Alto,ALTO DO PEREIRINHA,2,2.2,2-NORTE,8016473813
883,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T10:13:23,R3 Alto,CGO. DA BICA,3,3.3,3-NOROESTE,8014670013
884,2013,10-outubro,Engenheiro - Área Morro,2013-10-17T16:18:42,Não informado,JD. JORDAO,6,6.2,6-SUL,8014273113
885,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T14:27:56,R3 Alto,BAIXO,6,6.2,6-SUL,8015219013
886,2013,10-outubro,Engenheiro - Área Morro,2013-10-10T10:17:24,R3 Alto,UR-12,6,6.2,6-SUL,8016102013
887,2013,10-outubro,Engenheiro - Área Morro,2013-10-15T09:50:39,R4 Muito Alto,UR-12,6,6.3,6-SUL,8016768813
888,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T10:19:12,R2 Médio,beberibe,2,2.3,2-NORTE,8009827213
889,2013,10-outubro,Engenheiro - Área Morro,2013-10-08T15:54:14,R3 Alto,PASSARINHO,3,3.3,3-NOROESTE,8015104913
890,2013,10-outubro,Engenheiro - Área Morro,2013-10-11T11:47:04,R3 Alto,UR 04,6,6.2,6-SUL,8016526413
891,2013,10-outubro,Engenheiro - Área Morro,2013-10-20T18:50:30,R1 Baixo,OLHO DAGUA,3,3.3,3-NOROESTE,8013137713
892,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T10:35:09,R3 Alto,CGO. MANOEL DO CARROCEIRO,3,3.3,3-NOROESTE,8013702613
893,2013,10-outubro,Engenheiro - Área Morro,2013-10-15T08:28:23,R3 Alto,IBURA DE BAIXO,6,6.2,6-SUL,8016619213
894,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T10:00:53,R4 Muito Alto,CGO. DA LOURA,3,3.3,3-NOROESTE,8015528313
895,2013,10-outubro,Engenheiro - Área Morro,2013-10-21T14:53:48,R3 Alto,ALTO DO PASCOAL,2,2.2,2-NORTE,8016728613
896,2013,10-outubro,Engenheiro - Área Morro,2013-10-24T10:38:33,R3 Alto,JORDÃO ALTO,6,6.2,6-SUL,8012795013
897,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T09:15:50,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8016780813
898,2013,10-outubro,Engenheiro - Área Morro,2013-10-21T19:54:00,R3 Alto,ALTO DO EUCALIPTO,3,3.2,3-NOROESTE,8014433913
899,2013,10-outubro,Engenheiro - Área Morro,2013-10-20T18:55:00,R2 Médio,Corrego do Eucalipto,3,3.3,3-NOROESTE,8013334713
900,2013,10-outubro,Engenheiro - Área Morro,2013-10-29T11:16:04,Não informado,CASA AMARELA,3,3.1,3-NOROESTE,8006831913
901,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T11:37:58,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8016777713
902,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T14:05:48,R3 Alto,JORDAO BAIXO,6,6.2,6-SUL,8014765113
903,2013,10-outubro,Engenheiro - Área Morro,2013-10-03T10:45:57,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8016048513
904,2013,10-outubro,Engenheiro - Área Morro,2013-10-25T13:55:47,R3 Alto,JARDIM TERESOPOLIS,4,4.3,4-NORDESTE,8014697613
905,2013,10-outubro,Engenheiro - Área Morro,2013-10-23T07:58:52,R2 Médio,IBURA DE BAIXO,6,6.2,6-SUL,8016638713
906,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T13:00:45,R3 Alto,UR01,6,6.2,6-SUL,8016688413
907,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T09:35:14,R2 Médio,CGO. DA BICA,3,3.3,3-NOROESTE,8014656813
908,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T08:34:55,R2 Médio,BOM CLIMA,3,3.3,3-NOROESTE,8016183013
909,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T11:23:24,R2 Médio,UR10,6,6.2,6-SUL,8016625213
910,2013,10-outubro,Engenheiro - Área Morro,2013-10-17T16:03:31,Não informado,JORDAO ALTO,6,6.2,6-SUL,8015970813
911,2013,10-outubro,Engenheiro - Área Morro,2013-10-11T11:52:29,R3 Alto,JORDAO ALTO,6,6.2,6-SUL,8009109412
912,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T09:47:55,R2 Médio,CGO. DA LOURA,3,3.3,3-NOROESTE,8015520213
913,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T10:27:45,R3 Alto,CGO. MANOEL CARROCEIRO,3,3.3,3-NOROESTE,8013699513
914,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T11:36:44,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8016350313
915,2013,10-outubro,Engenheiro - Área Morro,2013-10-14T08:18:44,R3 Alto,UR12,6,6.2,6-SUL,8016464913
916,2013,10-outubro,Engenheiro - Área Morro,2013-10-23T08:56:59,R4 Muito Alto,VILA CANAÃ,3,3.3,3-NOROESTE,8016655913
917,2013,10-outubro,Engenheiro - Área Morro,2013-10-17T16:04:32,Não informado,JORDAO BAIVXO,6,6.2,6-SUL,8016267913
918,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T08:50:48,R2 Médio,SÍTIO SÃO BRAZ,3,3.1,3-NOROESTE,8015969013
919,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T10:23:18,R3 Alto,CGO. DA LOURA,3,3.3,3-NOROESTE,8015530813
920,2013,10-outubro,Engenheiro - Área Morro,2013-10-17T15:27:53,R3 Alto,vila do sesi,6,6.2,6-SUL,8014583013
921,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T12:15:47,Não informado,LAGOA ENCANTADA,6,6.2,6-SUL,8016353213
922,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T11:59:34,R3 Alto,JORDAO ALTO,6,6.2,6-SUL,8016057413
923,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T10:26:16,R2 Médio,CGO. DA BICA,3,3.3,3-NOROESTE,8014671713
924,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T14:06:23,R4 Muito Alto,BOM CLIMA,3,3.3,3-NOROESTE,8016221913
925,2013,10-outubro,Engenheiro - Área Morro,2013-10-23T09:00:32,Não informado,UR-3 (PANTANAL),6,6.3,6-SUL,8015679113
926,2013,10-outubro,Engenheiro - Área Morro,2013-10-09T10:43:27,R3 Alto,ALTO DO CARROCEIRO,3,3.3,3-NOROESTE,8013442413
927,2013,10-outubro,Engenheiro - Área Morro,2013-10-10T14:49:31,R3 Alto,UR-03,6,6.2,6-SUL,8016562013
928,2013,10-outubro,Engenheiro - Área Morro,2013-10-24T10:10:51,R3 Alto,JORDÃO ALTO,6,6.2,6-SUL,8012761913
929,2013,10-outubro,Engenheiro - Área Morro,2013-10-08T10:00:06,R1 Baixo,DOIS UNIDOS,2,2.3,2-NORTE,8000250413
930,2013,10-outubro,Engenheiro - Área Morro,2013-10-18T09:02:11,R2 Médio,LAGOA ENCANTADA UR 01,6,6.2,6-SUL,8016844613
931,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T15:11:42,R2 Médio,SITIO SÃO BRAZ,3,3.1,3-NOROESTE,8015865013
932,2013,10-outubro,Engenheiro - Área Morro,2013-10-29T13:42:49,R3 Alto,AGUA FRIA,2,2.2,2-NORTE,8016989413
933,2013,10-outubro,Engenheiro - Área Morro,2013-10-14T10:15:31,R2 Médio,UR-01,6,6.2,6-SUL,8016761313
934,2013,10-outubro,Engenheiro - Área Morro,2013-10-17T16:20:39,Não informado,baixo,6,6.2,6-SUL,8015754313
935,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T09:03:06,R1 Baixo,CGO DO BUTIJAO,3,3.2,3-NOROESTE,8015768413
936,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T08:53:13,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8016776013
937,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T09:40:00,R3 Alto,TRÊS CARNEIROS,6,6.2,6-SUL,8016105913
938,2013,10-outubro,Engenheiro - Área Morro,2013-10-20T16:32:54,R2 Médio,ALTO DO EUCALIPTO,3,3.2,3-NOROESTE,8015630213
939,2013,10-outubro,Engenheiro - Área Morro,2013-10-29T11:22:56,Não informado,MACAXEIRA,3,3.3,3-NOROESTE,8007618713
940,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T15:22:54,R1 Baixo,CGO. DA BICA,3,3.3,3-NOROESTE,8014621013
941,2013,10-outubro,Engenheiro - Área Morro,2013-10-20T17:01:27,R3 Alto,CGO DO EUCALIPTO,3,3.3,3-NOROESTE,8012387013
942,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T10:42:04,R3 Alto,CGO. DA LOIRA,3,3.3,3-NOROESTE,8015539513
943,2013,10-outubro,Engenheiro - Área Morro,2013-10-07T11:40:08,R2 Médio,ALTO MANOEL CARROCEIRO,3,3.3,3-NOROESTE,8013974613
944,2013,10-outubro,Engenheiro - Área Morro,2013-10-02T19:45:53,Não informado,CORREGO DO CURIO,2,2.3,2-NORTE,8005565313
945,2013,10-outubro,Engenheiro - Área Morro,2013-10-18T15:44:07,R2 Médio,UR-01,6,6.2,6-SUL,8016231413
946,2013,10-outubro,Engenheiro - Área Morro,2013-10-01T14:47:44,R3 Alto,BAIXO,6,6.2,6-SUL,8015370013
947,2013,10-outubro,Engenheiro - Área Morro,2013-10-20T16:51:09,R3 Alto,subida do olho d'agua,3,3.3,3-NOROESTE,8013970013
948,2013,10-outubro,Engenheiro - Área Morro,2013-10-10T09:56:18,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8016112513
949,2013,10-outubro,Engenheiro - Área Morro,2013-10-16T12:54:35,R3 Alto,UR01,6,6.2,6-SUL,8016687813
950,2013,09-setembro,Engenheiro - Área Morro,2013-09-03T15:17:52,R3 Alto,CGO. MANOEL CARROCEIRO,3,3.3,3-NOROESTE,8014627813
951,2013,09-setembro,Engenheiro - Área Morro,2013-09-23T11:22:46,R1 Baixo,ALTO JARDIM DO PROGRESSO,3,3.3,3-NOROESTE,8015042313
952,2013,09-setembro,Engenheiro - Área Morro,2013-09-09T11:18:16,R3 Alto,CÓRREGO SANTA TEREZA,3,3.3,3-NOROESTE,8010162013
953,2013,09-setembro,Engenheiro - Área Morro,2013-09-25T14:31:33,R3 Alto,PASSARINHO,3,3.3,3-NOROESTE,8015849413
954,2013,09-setembro,Engenheiro - Área Morro,2013-09-26T15:37:08,R3 Alto,UR-10,6,6.2,6-SUL,8014192113
955,2013,09-setembro,Engenheiro - Área Morro,2013-09-02T15:34:35,R3 Alto,alto da esperança,6,6.2,6-SUL,8012029613
956,2013,09-setembro,Engenheiro - Área Morro,2013-09-16T15:32:09,R4 Muito Alto,ALTO MANOEL CARROCEIRO,3,3.3,3-NOROESTE,8013860013
957,2013,09-setembro,Engenheiro - Área Morro,2013-09-10T13:34:08,R2 Médio,ALTO MANOEL CARROCEIRO,3,3.3,3-NOROESTE,8014029313
958,2013,09-setembro,Engenheiro - Área Morro,2013-09-26T14:45:05,R3 Alto,UR-10,6,6.2,6-SUL,8014208513
959,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T15:10:21,R2 Médio,BOM CLIMA,3,3.3,3-NOROESTE,8016217113
960,2013,09-setembro,Engenheiro - Área Morro,2013-09-19T15:56:52,R3 Alto,CGO. DA FORTUNA,3,3.1,3-NOROESTE,8013182213
961,2013,09-setembro,Engenheiro - Área Morro,2013-09-09T14:57:37,R2 Médio,SÍTIO DOS MACACOS,3,3.3,3-NOROESTE,8013968613
962,2013,09-setembro,Engenheiro - Área Morro,2013-09-06T09:39:09,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8011259813
963,2013,09-setembro,Engenheiro - Área Morro,2013-09-26T14:10:37,R2 Médio,TRES CARNEIROS,6,6.2,6-SUL,8014397213
964,2013,09-setembro,Engenheiro - Área Morro,2013-09-18T11:29:34,Não informado,ALTA DA BELA VISTA,6,6.2,6-SUL,8015171813
965,2013,09-setembro,Engenheiro - Área Morro,2013-09-06T09:11:59,R3 Alto,CGO. DA BICA,3,3.3,3-NOROESTE,8014522113
966,2013,09-setembro,Engenheiro - Área Morro,2013-09-04T13:32:46,R2 Médio,ALTO DAS PEDRINHAS,3,3.3,3-NOROESTE,8012378013
967,2013,09-setembro,Engenheiro - Área Morro,2013-09-03T12:36:33,R3 Alto,sitio dos pintos,3,3.1,3-NOROESTE,8007228413
968,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T14:30:23,R2 Médio,CGO. DA LOURA,3,3.3,3-NOROESTE,8015589213
969,2013,09-setembro,Engenheiro - Área Morro,2013-09-09T10:23:46,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8014293213
970,2013,09-setembro,Engenheiro - Área Morro,2013-09-02T14:49:46,R3 Alto,CGO. DA BICA,3,3.3,3-NOROESTE,8014551113
971,2013,09-setembro,Engenheiro - Área Morro,2013-09-17T08:43:31,R1 Baixo,CORREGO SAO SEBASTIAO,2,2.2,2-NORTE,8012587913
972,2013,09-setembro,Engenheiro - Área Morro,2013-09-17T14:40:04,R3 Alto,JARDIM ELDORADO (SÍTIO DOS MACACOS),3,3.3,3-NOROESTE,8012991413
973,2013,09-setembro,Engenheiro - Área Morro,2013-09-03T15:09:38,R3 Alto,CGO. DA BICA,3,3.3,3-NOROESTE,8014626113
974,2013,09-setembro,Engenheiro - Área Morro,2013-09-18T15:04:08,R2 Médio,CGO DO CARROCEIRO,3,3.3,3-NOROESTE,8013754613
975,2013,09-setembro,Engenheiro - Área Morro,2013-09-10T14:18:42,R2 Médio,CGO JOSE IDALINO,3,3.3,3-NOROESTE,8013396213
976,2013,09-setembro,Engenheiro - Área Morro,2013-09-09T10:20:14,R3 Alto,ALTO DO REFUGIO,3,3.3,3-NOROESTE,8014368213
977,2013,09-setembro,Engenheiro - Área Morro,2013-09-24T13:54:02,R3 Alto,ALTO SANTA LUZIA,3,3.3,3-NOROESTE,8015995013
978,2013,09-setembro,Engenheiro - Área Morro,2013-09-17T15:05:00,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8009439213
979,2013,09-setembro,Engenheiro - Área Morro,2013-09-04T09:10:59,R3 Alto,JORDÃO BAIXO,6,6.2,6-SUL,8014747313
980,2013,09-setembro,Engenheiro - Área Morro,2013-09-13T14:43:04,R2 Médio,CGO DO CARROCEIRO,3,3.3,3-NOROESTE,8013761213
981,2013,09-setembro,Engenheiro - Área Morro,2013-09-17T15:28:45,R3 Alto,CGO. DA BICA,3,3.3,3-NOROESTE,8014539113
982,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T12:25:22,R2 Médio,CGO. DA FORTUNA,3,3.1,3-NOROESTE,8013170413
983,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T14:23:14,R1 Baixo,CGO. DA LOURA,3,3.3,3-NOROESTE,8015584013
984,2013,09-setembro,Engenheiro - Área Morro,2013-09-06T09:04:54,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8011287113
985,2013,09-setembro,Engenheiro - Área Morro,2013-09-23T20:43:13,R3 Alto,CGO DO BOTIJAO,3,3.2,3-NOROESTE,8007938113
986,2013,09-setembro,Engenheiro - Área Morro,2013-09-12T14:45:15,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8014277713
987,2013,09-setembro,Engenheiro - Área Morro,2013-09-02T10:13:16,R3 Alto,TRÊS CARNEIROS,6,6.2,6-SUL,8014254713
988,2013,09-setembro,Engenheiro - Área Morro,2013-09-18T09:47:38,R4 Muito Alto,PEDRO DA COCADA,3,3.3,3-NOROESTE,8015446713
989,2013,09-setembro,Engenheiro - Área Morro,2013-09-06T09:50:33,R3 Alto,CGO. DA BICA,3,3.3,3-NOROESTE,8014526713
990,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T15:14:01,R1 Baixo,BOM CLIMA,3,3.3,3-NOROESTE,8016184613
991,2013,09-setembro,Engenheiro - Área Morro,2013-09-23T08:32:53,R3 Alto,LAGOA ENCANTADA,6,6.2,6-SUL,8015363413
992,2013,09-setembro,Engenheiro - Área Morro,2013-09-24T15:14:03,R2 Médio,CGO. DO JENIPAPO,3,3.3,3-NOROESTE,8014395013
993,2013,09-setembro,Engenheiro - Área Morro,2013-09-06T14:58:17,R2 Médio,LAGOA ENCANTADA,6,6.2,6-SUL,8013828013
994,2013,09-setembro,Engenheiro - Área Morro,2013-09-18T14:30:20,R2 Médio,PEDRO DA COCADA,3,3.3,3-NOROESTE,8015548413
995,2013,09-setembro,Engenheiro - Área Morro,2013-09-04T13:40:36,R1 Baixo,SÍTIO DOS MACACOS,3,3.3,3-NOROESTE,8013962813
996,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T10:48:27,R2 Médio,CÓRREGO DO JOAQUIM,3,3.3,3-NOROESTE,8015611813
997,2013,09-setembro,Engenheiro - Área Morro,2013-09-09T11:12:18,R2 Médio,JARDIM PRIMAVERA,3,3.3,3-NOROESTE,8010165013
998,2013,09-setembro,Engenheiro - Área Morro,2013-09-30T10:42:41,R3 Alto,CORREGO DO JOAQUIM,3,3.3,3-NOROESTE,8015609313
999,2013,09-setembro,Engenheiro - Área Morro,2013-09-25T15:37:14,R2 Médio,SITIO DOS MACACOS,3,3.3,3-NOROESTE,8013837913
1000,2013,09-setembro,Engenheiro - Área Morro,2013-09-18T11:14:45,R4 Muito Alto,CÓRREGO DA LOURA,3,3.3,3-NOROESTE,8015325513
