Data,Abreu e Lima,Araçoiaba (Granja Cristo Redentor),Cabo,Cabo (Barragem de Gurjaú),Cabo (Barragem de Suape),Camaragibe,Goiana (Itapirema - IPA),Goiana (Usina Maravilha),Goiana - PCD,Igarassu,Igarassu (Bar.Catucá),Igarassu (Usina São José),Ipojuca,Itamaracá,Itapissuma,Jaboatão dos Guararapes,Jaboatão dos Guararapes (Bar.Duas Unas),Olinda,Olinda (Academia Santa Gertrudes),Olinda (Alto da Bondade),Paulista,Recife (Alto da Brasileira),Recife (Lamepe/Itep),Recife (Santo Amaro),Recife (Várzea),Recife - PCD,São Lourenço da Mata (Tapacurá),Cabo (Pirapama),Ipojuca (Porto de Galinhas - IPA),Ipojuca (Suape) - PCD,Jaboatão (Cidade da Copa) - PCD,Moreno,Recife (Codecipe / Santo Amaro),Olinda (Jardim Atlântico)
2017-06-13,0.0,0.8,2.8,6.6,17.5,16.0,2.8,,3.0,2.0,3.0,1.0,20.5,6.7,5.2,,5.1,2.0,1.0,,4.4,6.9,,,19.2,,2.2,6.9,,11.8,8.2,4.0,6.8,
2017-06-14,10.7,4.1,13.0,9.4,7.1,7.5,7.2,,8.0,0.5,5.0,4.5,5.7,3.8,4.6,,6.5,6.8,4.7,,9.1,6.8,,,7.7,,6.8,7.5,,9.0,12.4,6.8,7.0,
2017-06-15,5.1,5.1,20.5,25.8,17.1,10.7,8.7,,9.8,4.5,4.2,5.5,16.7,8.0,9.5,,17.1,7.7,30.6,,22.0,6.3,,,15.4,,9.8,16.6,,24.8,19.0,18.4,9.2,
2017-06-16,38.3,13.1,31.3,46.9,63.0,37.6,16.4,,12.4,30.0,20.2,25.0,51.0,53.3,31.0,,36.6,38.2,7.8,,27.6,36.2,,,47.3,,18.8,50.2,,41.0,32.6,34.2,46.0,
2017-06-17,1.6,0.7,3.4,0.5,3.7,10.5,1.0,,6.6,6.5,0.0,5.0,3.7,6.9,5.0,,1.4,5.2,2.5,,2.8,0.0,,,0.6,,1.7,2.6,,2.4,2.4,1.0,2.6,
2017-06-18,5.2,4.2,5.9,11.7,7.7,9.5,4.3,,2.0,4.0,4.9,4.8,6.4,3.3,10.0,,4.2,7.2,4.1,,11.6,8.7,,,11.0,,2.3,12.5,,1.6,13.8,3.5,12.0,
2017-06-19,5.9,12.2,17.5,37.2,9.7,7.0,10.3,,11.2,5.8,7.1,5.0,15.0,3.5,21.0,,26.2,8.0,10.4,,6.1,19.7,,,10.2,,19.2,26.5,,7.4,19.8,24.7,6.0,
2017-06-20,1.5,1.3,5.0,16.5,5.9,1.4,3.2,,3.6,2.0,3.0,3.5,4.1,1.8,4.5,,5.3,6.8,6.5,,3.8,7.4,,,3.5,,1.7,3.9,,5.6,2.4,2.7,2.4,
2017-06-21,4.4,3.6,5.1,7.6,5.1,17.5,8.6,,9.4,3.7,5.1,0.0,9.1,1.5,3.0,,7.4,2.2,0.7,,2.2,3.4,,,14.4,,4.1,7.4,,5.8,8.8,6.8,2.2,
2017-06-22,6.5,2.5,2.6,7.9,7.0,4.0,5.7,,6.2,9.9,2.9,3.7,6.4,1.3,3.5,,6.6,7.3,5.0,,5.3,3.5,,,5.4,,5.2,8.3,,2.2,4.2,5.4,,
2017-06-23,3.4,1.0,3.0,4.1,6.2,15.7,11.0,,4.4,3.6,2.0,1.1,9.6,0.0,14.0,,6.8,2.1,3.4,,2.0,2.9,,,5.6,,1.6,6.0,,4.4,3.6,5.6,4.4,
2017-06-24,43.0,29.0,4.0,24.0,17.7,52.3,9.4,,12.0,26.0,27.9,29.8,11.5,0.0,16.6,,49.3,32.5,38.8,,44.3,35.5,,,48.2,,15.5,41.0,,16.4,54.2,47.0,41.0,
2017-06-25,28.2,18.3,33.1,26.6,13.0,39.0,0.7,,9.8,20.0,33.0,18.2,23.0,0.0,12.0,,20.1,7.8,17.5,,17.5,2.9,,,31.6,,18.8,22.0,,14.4,25.8,18.5,12.0,
2017-06-26,3.4,1.2,0.4,0.0,1.8,6.7,0.7,,1.0,4.4,10.2,43.0,1.7,0.0,4.5,,1.6,4.9,3.6,,6.5,5.1,,,6.6,,0.0,0.7,,1.2,2.0,1.0,2.0,
2017-06-27,0.5,0.0,1.2,1.1,0.0,0.2,0.3,,0.2,0.5,0.0,0.0,0.0,5.6,1.8,,0.0,2.4,1.2,,0.0,0.0,,,3.0,,0.0,2.5,,0.0,0.0,0.3,0.0,
2017-06-28,43.5,3.4,17.2,11.1,15.5,11.7,13.4,,19.6,25.7,8.4,11.6,10.0,38.4,35.0,,5.9,32.2,30.3,,42.2,20.3,,,21.2,,1.7,11.7,,19.4,19.4,5.0,25.0,
2017-06-29,40.5,22.5,82.5,38.3,68.7,37.6,34.0,,31.8,23.9,0.0,18.1,68.5,21.0,19.5,,44.0,42.1,42.8,,25.6,40.3,,,40.4,,38.6,63.0,,55.6,38.6,39.4,78.5,
2017-06-30,,18.3,52.6,97.6,66.5,21.0,13.7,,5.8,52.5,24.2,17.5,50.2,70.3,0.0,,31.4,70.1,55.6,,61.2,45.7,,,40.7,,20.2,91.0,,53.8,41.2,29.0,103.0,
2017-07-01,22.2,20.1,50.2,36.2,68.8,10.0,6.7,,6.8,32.0,18.8,22.6,67.5,13.0,11.8,,6.0,27.2,26.8,,17.7,19.8,,,23.3,,5.6,55.8,,38.6,19.6,5.0,19.0,
2017-07-02,3.7,17.3,63.2,39.1,24.0,12.0,3.0,,3.6,3.0,4.9,8.4,12.3,3.6,4.0,,5.7,9.1,7.6,,3.8,2.9,,,14.3,,0.9,80.7,,19.4,4.4,4.5,4.8,
2017-07-03,12.5,2.4,16.7,19.0,19.5,11.0,4.9,,5.0,3.0,1.7,3.3,26.0,12.7,13.0,,8.7,4.2,7.8,,29.6,9.7,,,7.0,,5.2,14.5,,52.4,6.6,7.6,15.0,
2017-07-04,20.1,2.7,9.5,12.5,16.2,4.2,3.7,,4.6,47.6,5.6,5.0,12.6,3.6,3.6,,5.5,9.2,7.8,,2.8,11.8,,,10.3,,9.2,16.6,,21.4,5.6,4.9,5.9,
2017-07-05,15.5,7.7,25.9,29.5,16.5,19.1,8.9,,5.0,12.5,14.5,12.8,18.2,8.9,11.4,,19.0,18.1,5.1,,13.4,12.5,,,19.0,,9.9,24.7,,12.4,21.6,17.0,8.0,
2017-07-06,32.7,14.9,9.7,6.7,8.1,23.9,23.0,,23.2,19.0,18.6,14.2,8.4,19.5,26.0,,6.2,12.5,9.4,,23.5,25.9,,,29.4,,3.6,14.4,,20.6,26.4,5.0,8.6,
2017-07-07,8.0,2.7,8.9,11.1,17.3,7.5,2.2,,2.8,6.0,3.0,2.2,17.0,6.1,8.0,,10.9,4.8,5.6,,11.2,1.5,,,11.8,,3.4,13.8,,11.4,11.4,9.7,10.0,
2017-07-08,20.7,4.5,9.9,9.1,8.9,18.1,3.3,,3.6,8.2,11.3,8.8,12.9,4.0,4.5,,5.7,7.6,2.6,,8.5,18.5,,,14.2,,4.2,18.5,,6.6,14.2,4.3,7.0,
2017-07-09,15.1,4.6,7.7,4.1,2.7,15.0,12.3,,12.8,4.5,5.3,8.9,7.7,5.9,6.0,,6.0,9.6,8.0,,9.5,5.1,,,14.2,,6.9,4.3,,1.6,17.0,5.0,6.0,
2017-07-10,27.5,12.7,6.8,11.3,7.7,9.0,20.1,,20.8,41.6,0.0,12.3,10.6,21.4,26.5,,34.2,17.5,16.6,,26.0,8.7,,,20.7,,8.5,13.6,,3.6,38.6,32.8,20.4,
2017-07-11,1.9,0.2,0.8,0.0,0.0,1.1,1.5,,4.2,0.0,0.6,1.1,0.0,1.0,1.8,,1.6,0.0,1.4,,0.2,0.0,,,0.8,,0.0,0.0,,0.6,0.2,1.0,0.0,
2017-07-12,0.0,3.2,4.7,11.0,5.1,4.3,11.9,,10.4,3.5,3.3,5.0,13.4,2.5,9.5,,4.9,3.8,1.2,,12.6,8.9,,,3.4,,1.8,11.1,,3.6,2.6,3.7,6.2,
2017-07-13,0.0,0.3,1.6,0.7,0.0,0.0,0.9,,1.2,1.8,0.2,1.3,2.1,2.1,4.0,,0.3,0.0,0.7,,0.2,0.0,,,0.2,,0.0,0.4,,0.0,1.0,0.0,0.0,
2017-07-14,0.0,4.7,2.4,5.4,2.8,4.8,2.9,,3.2,8.0,8.0,9.9,8.4,4.0,3.0,,5.8,2.3,2.0,,8.7,8.8,,,5.8,,5.2,3.4,,3.2,6.8,4.0,15.4,
2017-07-15,1.1,0.6,1.0,2.1,1.6,7.4,0.0,,2.0,8.5,1.0,0.8,2.5,0.6,0.0,,3.2,2.1,0.3,,0.0,0.0,,,3.4,,0.0,3.2,,0.2,4.4,2.0,1.6,
2017-07-16,0.0,1.5,0.2,0.0,0.0,2.4,0.8,,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.8,,0.0,0.8,,,2.0,,0.0,0.4,,0.8,4.2,0.0,0.0,
2017-07-17,7.9,2.7,7.1,8.6,7.3,3.0,1.7,,2.0,4.8,6.8,2.8,3.1,2.5,4.0,,7.0,6.9,3.7,,8.5,0.0,,,7.5,,7.1,11.8,,15.0,6.2,5.0,4.6,
2017-07-18,1.3,1.5,11.5,10.3,7.2,1.4,0.6,,0.6,5.0,2.0,1.5,5.3,4.6,9.0,,5.8,1.0,4.2,,0.8,7.9,,,1.8,,4.2,12.9,,8.2,1.4,4.0,1.0,
2017-07-19,1.9,0.0,0.6,0.0,2.2,1.1,0.0,,0.2,9.0,0.0,0.0,0.0,1.2,2.0,,0.0,11.0,3.9,,2.6,1.6,,,1.0,,0.0,0.9,,2.2,0.6,0.0,6.2,
2017-07-20,7.8,1.9,39.9,23.7,40.0,23.1,2.4,,10.8,3.9,2.4,1.2,36.4,9.9,10.0,,9.9,14.6,13.4,,8.0,9.8,,,26.3,,7.1,36.7,,47.0,43.4,7.8,69.0,
2017-07-21,82.4,63.3,191.0,191.0,180.0,81.3,86.9,,84.0,55.1,67.0,55.5,104.5,35.0,59.0,,76.3,59.8,58.8,,55.5,83.1,,,81.6,,90.2,58.0,,183.2,91.0,71.2,30.2,
2017-07-22,19.1,17.3,19.5,23.8,28.9,20.0,20.0,,21.6,18.1,22.0,17.0,20.5,26.1,21.0,,27.7,20.1,21.6,,21.6,28.4,,,42.1,,20.7,19.5,,20.2,39.2,25.0,68.0,
2017-07-23,22.8,9.3,18.9,12.0,11.0,18.0,12.0,,9.8,12.0,16.9,10.8,15.0,26.5,15.0,,2.7,34.8,36.1,,11.4,22.4,,,10.7,,3.9,12.0,,11.2,5.6,1.5,6.0,
2017-07-24,5.9,11.3,5.1,14.6,6.0,14.7,0.9,,1.0,6.1,8.1,9.8,3.2,7.7,4.0,,4.4,1.8,0.2,,2.4,3.8,,,8.5,,5.1,13.8,,4.2,5.2,2.3,2.0,
2017-07-25,1.7,2.2,7.9,12.5,17.0,16.5,1.8,,8.0,5.3,3.1,2.5,41.3,12.5,10.2,,7.0,1.8,2.9,,1.2,2.6,,,16.8,,6.9,11.4,,6.0,8.6,5.0,5.4,
2017-07-26,15.4,1.1,4.9,8.4,2.4,3.4,11.0,,11.8,13.0,4.0,4.5,1.5,8.0,12.0,,2.5,6.2,4.7,,14.0,0.9,,,2.3,,1.1,2.1,,0.6,3.2,1.7,0.2,
2017-07-27,10.0,1.7,11.2,14.8,22.6,7.0,4.9,,5.2,5.0,3.4,3.5,6.8,7.4,6.0,,13.3,10.2,8.1,,7.7,7.3,,,11.2,,7.5,12.7,,9.4,13.0,11.0,12.0,
2017-07-28,0.5,24.5,43.3,49.8,30.0,50.6,16.8,,23.4,12.1,15.0,16.8,20.0,10.9,14.0,,31.6,20.1,25.7,,40.8,25.2,,,64.9,,15.5,27.1,,38.2,61.6,29.0,8.5,
2017-07-29,17.1,10.7,7.3,9.0,3.5,10.2,12.0,,15.8,33.4,24.8,14.3,10.8,31.4,14.0,,23.7,23.7,13.2,,22.9,26.3,,,17.8,,1.4,5.2,,4.6,17.2,21.5,69.0,
2017-07-30,9.1,0.8,4.5,2.4,4.4,9.4,2.4,,3.6,6.4,2.7,1.3,1.0,2.5,12.0,,1.2,6.2,7.1,,2.6,0.9,,,10.1,,2.0,4.5,,1.6,10.2,1.0,1.4,
2017-08-01,13.0,2.3,8.5,11.1,9.7,7.4,6.1,,7.8,14.2,0.0,4.9,8.3,5.1,5.0,,6.1,9.3,7.1,,11.5,13.8,,,7.8,,2.1,6.2,,8.8,12.4,5.0,16.8,
2017-08-02,1.9,0.2,9.6,12.7,6.7,6.0,11.7,,11.2,1.0,4.0,2.5,10.2,4.1,2.2,,5.9,1.2,4.0,,1.8,0.0,,,15.3,,4.2,10.1,,3.4,9.0,4.5,5.6,
2017-08-03,2.8,0.0,4.3,17.0,5.9,14.0,0.0,,0.0,3.0,0.0,4.0,3.1,0.8,0.0,,14.2,9.2,0.0,,4.2,1.7,,,7.2,,9.1,10.2,,0.2,6.2,11.9,3.1,
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2,0.0,,,0.0,,0.0,0.4,,0.0,0.0,0.0,0.0,
2017-08-05,0.0,0.0,0.0,0.1,3.7,1.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-08-06,0.0,0.0,0.2,0.0,0.7,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,2.4,0.0,0.0,
2017-08-07,2.8,5.7,36.1,28.0,8.8,8.0,1.9,,2.0,0.0,0.0,4.2,5.5,0.2,4.0,,0.0,5.3,4.4,,6.9,1.2,,,5.6,,6.1,20.2,,14.4,12.4,0.5,0.0,
2017-08-08,0.8,0.0,0.2,0.6,1.6,0.0,0.5,,0.6,1.0,0.0,0.0,1.0,0.0,0.0,,8.0,0.0,1.3,,0.2,0.0,,,0.4,,0.0,2.0,,0.0,0.0,6.5,3.0,
2017-08-09,0.2,0.0,2.1,1.9,8.9,1.0,0.0,,0.0,0.0,9.2,0.0,8.7,0.0,0.0,,0.0,1.5,0.0,,1.0,0.6,,,1.4,,0.0,2.8,,4.0,0.8,0.0,0.0,
2017-08-10,0.0,0.0,0.2,0.0,0.0,0.0,0.1,,0.0,0.0,1.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-08-11,0.0,0.0,2.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-08-12,0.0,0.0,0.0,0.0,0.0,1.2,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.5,0.0,0.5,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-08-13,0.2,0.0,2.4,2.0,2.4,1.1,0.0,,0.4,0.0,0.0,0.0,3.7,1.6,0.0,,4.0,2.6,0.0,,5.1,0.0,,,1.4,,0.0,1.8,,8.2,2.2,3.0,1.0,
2017-08-14,2.4,0.0,0.4,1.3,3.9,1.0,0.0,,0.4,3.2,0.0,0.0,0.0,1.0,0.0,,0.0,2.8,5.1,,1.2,5.5,,,2.3,,0.0,1.6,,8.0,3.4,0.0,5.0,
2017-08-15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-08-17,0.7,0.0,0.2,0.0,0.0,0.0,0.7,,0.6,0.5,0.0,0.0,0.1,0.0,0.0,,0.0,1.2,2.4,,1.8,0.0,,,0.0,,0.0,0.0,,0.2,0.0,0.0,0.6,
2017-08-18,5.4,7.8,8.9,7.7,15.1,3.9,9.6,,9.2,5.6,6.5,2.0,14.5,12.0,5.0,,3.4,26.2,11.5,,6.6,14.2,,,9.8,,1.5,8.2,,9.2,4.0,2.5,26.1,
2017-08-19,19.4,11.6,20.1,17.1,21.9,18.0,17.3,,18.0,15.8,11.0,14.5,,13.2,11.0,,22.0,2.2,18.2,,27.0,8.7,,,21.7,,9.9,20.5,,,,20.0,16.6,
2017-08-20,0.8,6.8,2.8,8.6,11.3,1.3,2.6,,3.0,5.1,12.4,3.5,,2.2,5.0,,8.9,10.3,0.7,,1.0,0.0,,,1.8,,6.8,7.7,,,,6.5,0.0,
2017-08-21,0.6,0.6,0.0,0.0,1.0,0.0,0.1,,0.2,1.5,1.0,1.4,,0.4,0.0,,0.0,0.0,7.0,,0.4,3.8,,,0.0,,0.0,0.0,,,,0.0,0.0,
2017-08-22,0.0,0.0,2.0,1.4,0.0,2.0,0.6,,0.6,1.6,0.0,0.0,,1.1,0.0,,1.5,4.7,0.0,,4.7,1.3,,,3.0,,0.0,0.5,,,,1.0,8.0,
2017-08-23,5.8,5.4,5.3,5.5,7.3,15.7,7.6,,9.0,7.6,10.4,3.3,,12.0,16.0,,4.0,0.0,5.0,,8.1,11.8,,,8.8,,2.6,7.4,,3.0,4.8,1.7,15.0,
2017-08-24,0.6,3.6,1.8,2.0,1.3,1.9,2.9,,0.6,2.0,4.4,8.0,,0.0,0.0,,6.5,0.0,0.7,,0.0,1.3,,,1.2,,4.2,1.6,,0.0,0.8,4.8,0.0,
2017-08-25,0.1,0.3,3.4,2.0,1.2,3.9,1.3,,0.6,0.0,0.0,0.0,,0.4,2.0,,4.3,0.0,0.1,,0.0,0.0,,,0.2,,0.6,1.6,,0.4,3.8,2.1,2.2,
2017-08-26,7.0,9.4,40.5,45.8,22.7,15.0,3.3,,3.6,6.6,3.3,4.1,,7.6,7.5,,49.1,5.4,16.7,,19.4,8.2,,,11.2,,15.2,10.8,,30.4,24.6,47.0,15.0,
2017-08-27,23.3,5.6,5.2,8.1,13.4,8.0,8.3,,8.8,23.0,13.4,9.5,,8.0,4.5,,5.7,29.6,6.5,,24.8,18.6,,,10.0,,2.1,9.1,,6.6,11.6,3.4,,
2017-08-28,1.3,0.0,4.9,2.5,13.2,4.0,2.3,,2.8,0.8,0.0,0.0,,2.5,2.0,,2.0,4.5,1.3,,2.0,5.6,,,0.0,,0.5,6.2,,4.4,6.2,1.0,32.0,
2017-08-29,0.2,0.0,0.0,0.0,0.0,0.0,0.1,,0.2,1.5,0.0,0.0,,0.4,0.0,,4.7,0.0,0.0,,0.2,1.1,,,0.0,,1.4,3.4,,0.0,2.2,3.9,0.2,
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.1,0.4,,0.4,0.0,0.0,0.7,,0.4,0.0,,0.0,1.0,1.6,,4.7,2.1,,,0.0,,0.0,0.4,,0.0,0.0,0.0,0.5,
2017-09-01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-09-02,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.4,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-09-03,3.6,0.0,3.6,1.8,5.5,3.0,0.0,,0.0,0.0,0.0,0.7,4.7,0.3,0.0,,0.0,1.3,0.9,,5.2,2.8,,,7.0,,0.0,3.0,,5.4,3.2,0.0,7.2,
2017-09-04,2.6,2.8,5.7,2.1,1.0,4.8,0.9,,1.0,2.2,4.1,2.2,2.3,0.0,0.0,,1.8,3.8,2.4,,4.1,1.0,,,2.0,,0.0,0.7,,0.8,2.4,1.0,0.8,
2017-09-05,0.0,0.0,0.2,0.0,1.2,0.0,0.2,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,2.1,0.4,,0.6,1.2,0.0,0.0,
2017-09-06,3.1,6.4,3.8,0.0,0.0,2.7,9.0,,8.4,11.1,7.8,8.0,2.1,8.5,8.5,,3.4,1.8,2.6,,2.8,3.2,,,3.2,,2.5,0.3,,0.0,3.4,2.0,1.7,
2017-09-07,1.9,15.5,1.0,0.2,2.7,0.2,0.0,,5.6,1.6,0.0,8.0,1.9,0.3,0.0,,0.2,1.0,0.3,,1.4,0.0,,,1.4,,0.2,2.2,,0.4,1.4,0.0,0.6,
2017-09-08,7.4,0.0,15.8,23.5,11.5,7.5,0.0,,5.4,7.5,13.1,9.0,8.1,3.2,3.0,,10.7,10.1,12.3,,6.9,8.7,,,5.6,,6.1,3.4,,10.6,6.6,8.3,11.2,
2017-09-09,4.3,0.9,3.6,1.4,3.9,0.8,0.0,,1.6,0.1,5.8,2.8,3.4,0.1,0.0,,1.5,0.8,0.3,,0.8,0.0,,,5.8,,2.2,6.8,,3.6,0.2,0.9,1.5,
2017-09-10,0.8,6.0,4.5,4.9,9.7,3.4,4.0,,8.8,3.7,2.9,2.0,7.5,7.0,6.2,,5.5,8.2,6.8,,4.2,5.3,,,3.1,,2.7,8.4,,9.2,5.8,4.0,1.0,
2017-09-11,0.3,1.4,1.6,0.8,0.5,2.5,1.5,,1.6,2.1,3.1,2.3,1.6,0.1,0.8,,3.7,0.0,1.1,,0.2,0.0,,,0.6,,0.0,2.2,,0.0,1.0,2.0,0.0,
2017-09-12,5.2,3.2,7.1,10.2,13.3,5.8,1.4,,1.4,3.4,6.0,3.5,31.0,0.8,4.0,,11.4,5.0,3.9,,4.1,7.7,,,6.0,,9.8,16.7,,4.0,10.0,7.0,6.0,
2017-09-13,4.6,1.4,5.3,4.5,5.9,13.6,9.0,,10.0,5.0,0.0,0.4,5.7,1.8,4.0,,9.0,0.9,3.1,,4.0,1.6,,,7.0,,9.9,10.8,,3.2,21.8,6.8,1.4,
2017-09-14,6.1,2.4,2.8,1.2,0.7,4.2,0.4,,1.0,6.1,8.6,14.7,0.5,4.9,2.0,,2.7,3.9,0.1,,1.2,3.4,,,2.7,,3.4,2.3,,0.2,3.0,1.5,4.1,
2017-09-15,4.8,2.7,5.5,3.2,1.2,3.5,1.5,,1.8,2.2,5.2,5.4,7.3,0.8,0.0,,5.2,3.4,4.6,,2.2,4.3,,,2.0,,2.0,4.2,,1.2,3.4,3.0,2.0,
2017-09-16,4.3,4.8,11.6,7.3,1.0,9.3,5.0,,9.6,2.4,4.1,3.5,8.5,0.1,5.0,,7.0,1.0,0.7,,5.3,2.4,,,5.8,,5.1,15.0,,0.8,8.4,2.1,0.0,
2017-09-17,0.6,0.1,0.8,2.0,0.7,3.2,2.0,,5.0,3.0,2.0,2.5,0.1,0.4,3.0,,3.2,0.0,0.6,,0.2,6.9,,,3.6,,1.3,1.7,,0.2,4.0,0.0,3.4,
2017-09-18,1.8,2.9,4.8,8.6,5.1,0.0,8.4,,9.4,1.0,4.6,3.3,4.7,2.0,0.0,,5.7,0.9,1.6,,1.2,2.7,,,4.6,,0.8,6.5,,6.6,0.0,2.6,0.2,
2017-09-19,1.3,0.0,0.0,0.7,0.0,0.0,0.3,,0.2,0.2,1.0,0.0,1.4,0.4,0.0,,0.9,0.0,0.4,,0.0,0.0,,,1.2,,0.9,0.9,,0.0,1.0,0.5,0.8,
2017-09-20,6.0,4.8,8.7,6.4,7.4,8.3,5.4,,5.8,,0.0,,,5.3,10.0,,5.3,3.5,3.4,,6.5,2.1,,,10.3,,4.4,3.0,,1.6,4.6,3.0,,
2017-09-21,4.0,3.1,3.8,6.8,3.8,1.4,0.9,,1.0,3.1,8.0,0.5,5.2,1.6,5.0,,1.7,1.6,1.6,,2.4,1.1,,,3.4,,1.6,6.6,,3.6,1.2,1.0,0.0,
2017-09-22,0.0,0.0,1.6,6.4,1.5,0.0,0.1,,0.0,0.7,0.0,1.0,5.6,0.0,0.0,,0.8,0.0,0.0,,0.0,0.0,,,0.0,,0.9,4.1,,1.0,0.2,0.0,0.0,
2017-09-23,0.0,0.0,5.1,13.3,0.5,0.2,1.5,,1.4,0.2,11.8,1.4,7.7,1.8,0.0,,10.0,0.0,1.0,,0.0,5.3,,,0.0,,11.3,21.2,,0.0,10.2,8.2,2.0,
2017-09-24,0.0,0.0,0.0,0.2,0.0,0.7,0.3,,0.0,0.0,0.0,1.8,5.6,0.0,2.5,,0.8,0.0,0.1,,0.0,0.0,,,1.8,,0.0,0.0,,2.4,1.0,0.0,0.8,
2017-09-25,0.8,0.0,4.1,7.3,2.0,0.0,4.2,,4.6,2.0,2.8,1.6,2.6,3.6,0.0,,2.5,0.0,0.3,,1.4,0.0,,,0.4,,4.6,9.8,,0.8,2.0,1.0,10.0,
2017-09-26,1.4,2.7,0.2,0.0,0.0,0.0,0.6,,0.0,0.0,1.7,2.9,0.6,0.0,0.0,,0.8,3.0,1.5,,0.0,2.9,,,1.0,,0.0,0.3,,0.0,0.4,0.5,1.1,
2017-09-27,0.5,3.5,3.5,0.0,0.0,0.0,2.9,,3.0,4.2,0.0,1.0,0.3,3.0,1.5,,0.0,1.8,3.5,,1.5,0.0,,,0.7,,0.6,0.7,,7.2,3.2,3.2,2.5,
2017-09-28,2.6,1.6,4.2,4.6,8.3,1.8,2.4,,2.8,3.5,5.7,4.5,4.7,0.5,10.0,,2.2,3.9,1.1,,0.2,1.9,,,1.8,,0.0,5.8,,0.2,3.4,3.0,0.0,
2017-09-29,1.4,2.0,1.8,3.3,3.2,1.5,3.4,,3.8,2.7,2.1,1.2,1.6,0.7,2.5,,2.4,0.0,0.0,,2.0,0.0,,,2.4,,0.4,0.5,,2.4,1.0,2.3,0.0,
2017-09-30,3.1,1.0,0.0,0.0,0.4,0.2,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.6,,0.6,1.2,0.0,0.0,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2,0.0,,,0.2,,0.0,0.0,,0.2,1.2,0.0,0.0,
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-10-04,0.0,0.0,0.0,0.0,1.2,0.0,1.8,,2.0,0.0,1.4,1.8,0.0,0.0,0.0,,0.5,0.0,0.0,,0.4,0.0,,,0.6,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017-10-05,2.0,2.7,2.4,2.7,0.4,5.8,8.8,,10.6,4.4,1.5,3.9,0.3,0.8,3.0,,0.7,1.0,6.1,,2.4,1.6,,,5.0,,0.4,2.2,,0.0,2.8,0.5,0.0,
2017-10-06,0.0,0.0,1.6,0.0,0.0,0.7,1.2,,0.0,1.2,4.2,0.2,0.0,0.0,0.0,,1.0,3.5,0.1,,1.6,3.2,,,1.6,,0.0,0.5,,0.0,2.8,0.4,0.0,
