Data,Abreu e Lima,Araçoiaba (Granja Cristo Redentor),Cabo,Cabo (Barragem de Gurjaú),Cabo (Barragem de Suape),Camaragibe,Goiana (Itapirema - IPA),Goiana (Usina Maravilha),Goiana - PCD,Igarassu,Igarassu (Bar.Catucá),Igarassu (Usina São José),Ipojuca,Itamaracá,Itapissuma,Jaboatão dos Guararapes,Jaboatão dos Guararapes (Bar.Duas Unas),Olinda,Olinda (Academia Santa Gertrudes),Olinda (Alto da Bondade),Paulista,Recife (Alto da Brasileira),Recife (Lamepe/Itep),Recife (Santo Amaro),Recife (Várzea),Recife - PCD,São Lourenço da Mata (Tapacurá),Cabo (Pirapama),Ipojuca (Porto de Galinhas - IPA),Ipojuca (Suape) - PCD,Jaboatão (Cidade da Copa) - PCD,Moreno,Recife (Codecipe / Santo Amaro),Olinda (Jardim Atlântico)
2011-01-25,19.0,,,11.0,72.2,11.0,12.4,35.5,11.8,36.2,12.8,15.8,32.4,44.5,41.1,44.8,25.0,44.5,52.4,36.7,21.9,26.8,15.0,32.0,13.0,,8.4,,,,,,,
2011-01-26,0.0,,,0.0,2.4,0.0,1.0,7.8,1.0,1.2,0.0,0.0,0.0,0.1,0.0,0.1,10.0,0.3,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,13.2,,,,,,,
2011-01-27,1.0,,,1.2,11.2,7.2,4.6,0.6,4.5,2.4,8.0,2.4,2.8,0.6,3.1,1.1,8.0,0.4,2.7,4.2,5.4,2.2,2.5,0.0,2.4,,1.2,,,,,,,
2011-01-28,29.6,,,0.0,0.0,12.3,55.6,18.0,54.0,37.0,0.0,14.0,1.0,15.0,32.8,3.8,0.0,18.1,25.3,26.0,31.8,0.0,8.6,4.3,8.0,,0.0,,,,,,,
2011-01-29,0.0,,,1.0,0.0,0.9,4.2,13.5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1,4.4,3.0,0.0,5.0,0.4,0.0,0.0,,0.0,,,,,,,
2011-01-30,5.8,,,1.0,1.0,1.4,2.0,3.7,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,0.2,0.0,0.0,0.0,0.0,0.5,,0.0,,,,,,,
2011-02-01,1.0,,,0.0,0.0,5.7,9.8,1.6,8.8,0.0,0.0,0.4,0.0,,3.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,7.6,,0.0,,,,,,,
2011-02-02,0.0,,,4.0,2.6,1.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
2011-02-03,0.0,,,1.5,0.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-04,0.0,,,0.0,0.0,0.0,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,0.0,,,,,,,
2011-02-05,0.8,,,0.0,2.2,0.0,0.0,0.0,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.6,0.0,1.6,0.0,2.0,0.0,0.0,0.0,,,,,,,
2011-02-06,0.0,,,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-07,0.0,,,2.5,0.0,0.0,0.8,0.0,0.0,1.0,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,2.4,,,,,,,
2011-02-08,0.0,,,0.0,0.0,0.6,1.4,0.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,,,,,,
2011-02-09,0.0,,,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,,,,,,,
2011-02-10,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-11,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-12,1.0,,,0.0,4.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,2.6,,1.6,0.0,0.0,1.8,0.0,0.3,0.0,0.0,0.2,0.0,0.0,,0.0,,,,,,,
2011-02-13,38.0,,,46.0,16.8,56.0,42.2,2.4,38.0,37.2,10.0,9.2,18.2,,57.0,5.6,15.0,39.1,3.5,45.0,15.4,3.0,97.4,1.2,113.0,,2.4,,,,,,,
2011-02-14,40.4,,,35.5,27.0,51.8,26.4,40.8,29.8,57.0,47.0,72.4,27.0,,56.0,28.6,75.0,80.2,104.5,90.3,35.1,,49.0,79.5,56.2,,13.8,,,,,,,
2011-02-15,0.5,,,4.5,0.0,0.0,0.5,3.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.5,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,,,,,,,
2011-02-16,1.0,,,0.2,0.0,0.0,2.5,0.0,2.5,0.3,0.0,0.6,0.0,0.0,0.0,5.2,0.0,0.8,0.4,4.6,2.5,0.0,2.9,0.0,1.4,,0.0,,,,,,,
2011-02-17,1.0,,,0.0,0.0,0.0,5.2,0.0,5.0,1.3,0.0,0.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-18,0.0,,,0.3,0.0,0.2,1.0,0.0,0.5,3.1,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-19,0.0,,,3.3,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,6.0,,0.0,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,
2011-02-20,14.0,,,55.2,7.2,49.0,18.8,22.0,56.3,3.3,0.0,0.0,21.0,,21.7,48.0,41.0,7.2,7.9,29.2,0.0,0.0,65.0,43.2,69.0,,2.4,,,,,,,
2011-02-21,27.6,,,35.0,72.7,3.9,76.2,10.7,22.8,48.1,16.8,21.2,43.0,,46.5,68.0,29.0,9.8,10.0,13.5,25.8,0.0,20.0,18.0,20.6,,6.8,,,,,,,
2011-02-22,11.0,,,21.0,21.0,13.5,35.2,,32.0,11.4,0.0,14.4,14.0,,2.6,9.7,12.0,3.9,0.0,9.6,7.8,0.0,10.0,3.8,11.4,,6.1,,,,,,,
2011-02-23,,,,4.5,0.0,1.4,0.0,3.4,0.0,16.0,0.0,4.2,3.0,,1.4,0.3,0.0,0.0,0.0,0.1,0.0,0.0,2.0,2.0,1.8,0.0,0.0,,,,,,,
2011-02-24,0.0,,,0.0,0.0,0.0,0.0,0.0,0.3,3.3,3.4,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-02-25,0.0,,,0.0,0.0,0.0,0.2,0.0,0.0,0.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,,,,,,,
2011-02-26,0.0,,,0.2,1.6,6.6,2.2,,0.3,0.0,0.0,0.0,8.4,,1.2,0.0,15.0,0.2,0.0,1.8,0.0,0.0,8.0,0.0,7.0,10.3,2.6,,,,,,,
2011-02-27,0.0,,,6.0,1.2,13.1,4.6,,0.0,10.2,0.0,6.4,1.2,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.5,14.8,0.0,,,,,,,
2011-02-28,15.5,,,10.7,7.8,0.0,24.0,,24.8,0.0,27.0,25.4,0.0,,12.1,0.8,0.0,0.8,5.8,1.0,11.9,0.0,25.0,0.0,26.6,16.5,10.2,,,,,,,
2011-03-01,0.0,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,,
2011-03-03,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-04,0.0,,,0.0,0.0,0.0,10.0,1.0,12.0,0.0,0.0,0.0,1.2,0.0,0.0,2.3,2.0,0.8,1.7,4.0,3.1,0.0,2.0,0.0,2.0,2.8,7.4,,,,,,,
2011-03-05,3.2,,,5.0,0.0,0.4,0.4,0.0,0.0,0.4,0.0,0.0,28.0,0.0,0.5,1.1,0.0,8.1,11.0,5.6,13.7,0.0,20.0,8.3,25.5,18.8,9.6,,,,,,,
2011-03-06,0.0,,,7.5,2.8,29.3,0.0,3.2,0.0,0.0,0.0,0.0,1.6,0.0,4.5,7.3,54.0,8.2,0.0,9.7,2.0,0.0,15.3,3.0,12.8,21.3,30.2,,,,,,,
2011-03-07,0.0,,,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.5,0.0,3.5,0.0,4.7,2.3,0.0,,,,,,,
2011-03-08,2.3,,,32.0,5.2,8.4,5.8,7.7,5.8,0.4,4.1,1.8,0.0,0.0,0.0,17.7,12.0,4.1,2.9,8.6,15.4,0.0,21.0,15.3,22.8,33.0,2.4,,,,,,,
2011-03-09,0.0,,,0.0,2.4,0.0,8.0,10.9,3.0,,0.0,5.4,1.2,0.0,7.1,6.7,2.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,9.2,,,,,,,
2011-03-10,0.0,,,2.0,5.6,11.1,1.2,24.8,1.3,,5.2,6.0,3.3,0.0,2.1,10.1,5.0,0.0,0.0,0.2,0.0,0.0,2.5,0.0,3.2,1.0,0.0,,,,,,,
2011-03-11,2.5,,,15.3,4.4,7.9,0.0,6.5,0.8,0.2,2.0,4.0,3.4,0.0,0.5,2.4,5.0,10.2,3.9,13.4,6.6,0.0,0.0,3.2,0.0,0.0,11.4,,,,,,,
2011-03-12,1.0,,,0.0,6.4,0.0,0.0,1.8,0.0,0.0,1.2,1.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-13,0.0,,,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-14,0.0,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-15,2.0,,,0.0,0.0,3.2,16.6,12.2,17.0,2.3,0.0,6.2,0.0,10.7,13.9,5.6,0.0,8.2,10.0,8.5,11.5,0.0,1.4,2.0,1.0,0.0,0.0,,,,,,,
2011-03-16,0.0,,,0.0,0.0,2.8,3.6,12.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,16.6,6.3,12.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-17,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-18,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-19,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-20,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-21,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-22,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-23,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-24,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.0,0.3,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-25,12.6,,,5.5,0.0,2.3,41.8,29.9,54.5,15.2,1.2,19.4,3.4,1.3,2.3,2.0,25.0,24.2,14.1,17.4,10.1,0.0,10.1,3.8,15.4,6.8,0.0,,,,,,,
2011-03-26,4.5,,,5.5,3.0,8.4,2.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,1.4,0.5,0.0,,,,,,,
2011-03-27,2.5,,,18.5,13.0,5.3,7.6,0.4,9.0,10.0,4.2,9.2,4.2,0.0,1.4,8.6,0.0,1.0,0.3,12.7,4.1,0.0,11.0,4.0,10.8,7.5,0.0,,,,,,,
2011-03-28,5.0,,,0.0,3.2,0.0,2.8,0.0,0.0,9.0,3.8,0.0,1.0,8.6,5.3,0.0,2.0,1.9,0.5,1.2,26.7,0.0,7.0,0.0,6.4,2.3,4.6,,,,,,,
2011-03-29,2.0,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.2,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-03-30,0.0,,,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,
2011-04-01,0.0,,,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-04-02,0.0,,,2.5,0.0,0.0,2.8,0.4,7.5,6.2,1.8,1.2,0.0,0.0,10.1,0.1,0.0,1.1,1.0,1.4,5.9,0.0,0.4,0.0,0.6,0.0,0.0,,,,,,,
2011-04-03,0.0,,,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-04-04,,,,15.5,18.4,4.8,17.0,3.4,9.0,14.0,8.0,5.6,0.0,0.0,4.1,3.6,0.0,0.0,0.0,2.4,8.1,0.0,3.0,8.3,3.0,4.0,0.0,,,,,,,
2011-04-05,,,,3.0,7.4,1.7,6.6,8.0,6.8,10.0,12.0,17.4,4.2,0.0,8.3,0.5,0.0,6.2,9.5,7.6,8.7,0.0,3.9,0.0,4.3,2.8,3.2,,,,,,,
2011-04-06,0.0,,,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,
2011-04-07,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-04-08,,,,0.0,38.6,19.5,26.0,17.8,27.5,36.0,13.4,20.0,41.0,0.0,62.3,37.2,20.0,5.3,7.3,6.3,9.9,,20.0,10.0,20.6,11.3,25.2,,,,,,,
2011-04-09,,,,47.5,0.0,51.0,66.0,52.0,55.3,,15.0,16.0,28.4,3.0,29.5,45.9,40.0,37.5,12.6,52.5,22.0,,44.0,10.5,46.5,25.5,30.0,,,,,,,
2011-04-10,,,,10.5,22.6,19.7,1.8,14.9,12.3,,18.0,4.4,11.2,36.7,17.8,33.6,20.0,33.1,36.5,30.3,51.0,,34.5,39.7,35.8,37.5,9.1,,,,,,,
2011-04-11,,,,13.0,20.8,26.0,34.0,28.3,37.8,,10.2,3.2,13.4,23.5,37.5,59.2,23.0,33.9,36.7,40.9,36.0,,33.3,55.4,36.3,49.0,16.2,,,,,,,
2011-04-12,,,,55.0,39.4,36.6,34.6,10.6,35.8,3.0,34.0,17.4,60.0,38.0,27.5,54.3,22.0,34.2,25.7,38.6,40.5,,75.0,45.3,76.3,75.0,9.6,,,,,,,
2011-04-13,5.3,,,20.0,9.8,14.1,36.6,35.6,39.3,22.0,27.5,20.0,12.0,10.0,10.9,15.2,50.0,27.1,25.0,14.0,8.5,,17.0,22.5,13.4,13.3,22.8,,,,,,,
2011-04-14,0.0,,,8.0,0.6,2.0,0.2,0.4,0.0,0.6,0.3,1.2,12.0,3.7,2.7,3.6,6.0,1.5,1.3,1.0,2.9,,1.5,0.0,1.4,4.8,7.3,,,,,,,
2011-04-15,,,,35.5,14.6,11.6,2.2,0.6,2.3,4.8,9.4,7.2,15.4,0.0,3.3,27.6,18.0,12.3,9.8,11.6,7.8,,16.0,24.9,15.8,19.0,3.2,,,,,,,
2011-04-16,,,,2.3,8.4,26.1,0.0,0.0,0.0,,0.0,0.0,11.8,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-04-17,,,,0.0,0.0,0.0,20.2,2.2,9.8,75.0,0.0,0.6,4.6,0.0,0.0,0.0,0.0,0.0,18.6,0.8,0.0,0.0,1.0,0.0,1.4,1.5,0.0,,,,,,,
2011-04-18,,,,37.5,24.2,32.1,30.2,12.4,42.3,4.0,62.0,62.8,22.0,17.7,42.3,60.0,68.0,21.1,3.9,37.2,54.0,,74.8,94.5,94.8,76.0,36.2,,,,,,,
2011-04-19,,,,37.5,24.2,93.7,71.8,55.2,73.8,23.2,28.0,11.2,52.0,30.0,23.1,128.9,87.0,28.3,27.9,43.2,29.0,,90.0,56.2,92.0,125.8,39.2,,,,,,,
2011-04-20,,,,2.5,7.6,2.2,1.8,4.2,2.3,3.0,2.2,2.2,5.4,9.0,7.2,0.2,5.0,16.4,12.4,5.1,13.0,,1.5,7.8,1.2,4.8,7.4,,,,,,,
2011-04-21,,,,54.5,62.4,66.4,3.5,6.0,12.5,24.4,15.6,10.8,76.2,4.0,24.5,122.6,47.0,52.4,76.0,45.1,28.8,53.5,82.0,63.7,83.9,93.3,25.2,,,,,,,
2011-04-22,,,,2.0,1.6,0.0,0.2,1.0,0.0,0.4,4.0,0.0,7.6,10.0,0.0,30.7,14.0,2.7,0.5,3.8,1.8,9.5,9.6,9.6,9.6,8.8,6.2,,,,,,,
2011-04-23,,,,10.7,16.2,35.6,0.0,0.0,8.0,10.1,5.0,4.4,14.6,5.0,7.0,18.8,22.0,22.7,28.6,23.7,8.7,9.2,22.0,3.5,23.5,21.8,6.8,,,,,,,
2011-04-24,,,,6.8,9.8,0.0,14.0,11.4,0.3,0.9,0.0,12.0,7.3,0.0,0.0,0.9,5.0,0.7,1.2,6.9,5.6,,21.0,0.0,21.6,4.8,0.0,,,,,,,
2011-04-25,0.0,,,12.0,2.6,0.0,0.4,0.0,0.5,0.0,0.0,0.4,7.2,0.0,0.0,5.7,2.0,1.3,0.4,0.4,10.3,4.1,3.7,0.2,3.8,1.5,2.1,,,,,,,
2011-04-26,,,,3.2,10.8,0.0,21.5,11.2,25.0,0.4,0.0,0.0,4.8,0.0,11.1,5.8,0.0,3.9,2.8,15.6,6.5,4.7,1.1,11.1,1.0,13.3,0.0,,,,,,,
2011-04-27,,,,0.0,0.0,0.0,3.4,0.2,2.5,9.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-04-28,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-04-29,,,,0.0,7.2,3.4,4.0,1.6,4.0,3.1,0.0,1.2,38.2,20.0,4.9,4.2,13.0,16.8,34.0,5.5,12.8,0.0,2.4,7.2,4.6,8.0,0.0,,,,,,,
2011-04-30,,,,59.0,86.2,57.7,49.0,1.2,49.3,139.3,0.0,4.8,30.0,50.0,78.7,94.5,18.0,31.2,36.5,36.0,71.4,67.0,78.0,81.1,77.9,84.0,72.4,,,,,,,
2011-05-01,,,,0.0,66.0,76.3,58.0,24.5,57.8,,30.0,21.4,31.6,9.0,52.7,30.7,42.0,14.6,28.5,24.6,22.0,17.0,81.0,81.0,82.0,7.3,15.2,,,,,,,
2011-05-02,,,,66.2,97.0,63.9,19.7,18.2,20.3,,31.8,22.8,96.2,63.0,43.0,90.7,72.0,80.9,101.0,62.0,56.1,48.0,30.0,50.3,31.0,39.0,11.6,,,,,,,
2011-05-03,,,,78.0,50.8,55.7,42.5,17.2,42.5,62.0,74.8,66.4,56.0,50.0,45.2,64.6,73.0,36.9,68.0,40.5,66.7,,76.0,83.6,77.0,71.0,57.2,,,,,,,
2011-05-04,,,,80.0,12.6,57.1,18.8,74.4,18.5,78.2,62.2,58.0,28.0,39.7,63.6,37.7,60.0,38.9,38.4,71.0,84.3,52.0,57.0,32.5,61.9,52.8,62.8,,,,,,,
2011-05-05,,,,88.7,106.6,88.4,34.2,74.7,36.3,62.2,11.8,38.4,102.0,7.5,53.2,68.5,104.0,49.1,70.6,55.8,50.1,73.4,84.1,70.6,88.4,72.5,82.6,,,,,,,
2011-05-06,,,,0.0,11.6,67.7,6.4,4.5,6.5,16.0,8.2,8.4,17.0,7.0,10.7,1.0,15.0,6.9,6.8,17.8,3.6,16.0,1.0,2.4,1.6,0.8,13.2,,,,,,,
2011-05-07,0.0,,,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,5.6,0.5,0.4,0.0,0.0,0.9,1.1,0.4,1.1,1.0,1.0,0.8,1.0,0.0,0.0,,,,,,,
2011-05-08,12.0,,,3.0,6.0,11.9,3.4,0.0,3.3,5.0,2.1,0.0,4.0,35.7,0.0,25.4,5.0,16.8,20.5,16.4,2.2,1.0,22.0,0.2,23.4,35.0,3.2,,,,,,,
2011-05-09,,,,8.2,13.4,9.8,8.5,1.0,8.5,3.2,1.8,1.4,9.6,10.0,5.3,15.5,10.0,23.2,10.6,8.0,10.5,0.0,8.0,9.7,7.2,10.3,3.5,,,,,,,
2011-05-10,,,,12.8,0.0,10.0,32.4,34.3,36.8,41.0,26.6,27.4,17.8,41.4,33.2,11.0,23.0,20.1,24.5,8.0,27.9,14.0,31.0,0.3,30.0,30.8,19.3,,,,,,,
2011-05-11,18.0,,,21.2,6.2,48.2,8.7,11.2,9.8,0.3,11.8,5.4,4.4,1.0,1.1,19.2,40.0,2.5,4.3,7.5,6.2,11.4,21.0,12.5,22.2,21.5,21.2,,,,,,,
2011-05-12,12.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.4,2.4,0.0,1.3,0.0,0.4,0.0,2.5,2.7,0.0,1.3,0.0,0.0,0.0,0.0,1.0,2.2,,,,,,,
2011-05-13,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-05-14,0.0,,,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.7,0.0,1.5,5.9,1.8,1.6,0.6,0.0,0.0,0.0,3.5,0.0,,,,,,,
2011-05-15,,,,6.0,2.8,0.0,9.0,4.8,8.5,7.1,0.0,1.6,4.2,2.5,9.1,13.2,7.0,15.8,18.1,17.4,15.1,10.3,4.0,0.0,4.0,9.0,1.2,,,,,,,
2011-05-16,3.4,,,1.2,0.8,6.1,3.7,2.0,4.3,1.3,0.0,0.0,5.4,1.5,0.0,4.4,0.0,6.5,0.0,1.4,3.6,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011-05-17,,,,0.0,0.0,0.0,1.8,3.8,1.8,,1.0,0.0,4.2,0.0,0.0,0.0,8.0,0.0,0.0,2.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,,,,
2011-05-18,0.0,,,8.0,4.8,17.3,1.2,6.4,1.5,0.0,2.4,7.6,21.4,0.0,1.5,2.7,52.0,0.9,0.7,5.1,0.0,16.9,13.1,0.0,20.2,4.5,48.5,,,,,,,
2011-05-19,8.7,,,0.0,0.0,2.7,5.4,0.0,2.8,1.4,0.4,0.6,0.0,20.0,5.9,7.6,0.0,1.2,0.6,5.4,4.9,5.0,6.4,7.0,7.0,3.0,0.0,,,,,,,
2011-05-20,89.5,,,89.0,86.6,67.7,81.5,107.7,92.8,1.4,37.8,29.4,86.4,134.3,143.1,63.6,100.0,32.3,21.7,63.2,74.1,54.0,80.0,56.9,84.1,68.0,47.2,,,,,,,
2011-05-21,2.0,,,0.0,0.0,0.0,1.8,0.0,1.5,2.1,0.0,0.0,7.2,0.0,1.8,0.5,0.0,1.1,1.3,0.3,0.0,0.0,1.5,0.0,1.0,1.0,0.0,,,,,,,
2011-05-22,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.0,,,,,,,
2011-05-23,2.0,,,0.5,1.0,12.4,6.8,1.8,4.8,0.0,0.0,0.0,8.2,0.7,2.3,0.1,6.0,8.4,12.6,12.6,2.4,22.0,5.0,0.0,5.2,11.5,5.8,,,,,,,
2011-05-24,53.4,,,55.0,58.0,51.5,37.0,17.0,41.5,48.3,31.0,42.0,86.2,29.7,42.3,101.2,60.0,50.1,65.4,42.7,57.8,39.0,75.0,79.2,74.5,82.3,5.8,,,,,,,
2011-05-25,12.8,,,25.5,0.0,27.4,8.6,7.0,7.0,7.3,36.2,3.0,5.4,8.5,2.6,3.3,12.0,13.9,13.1,14.9,9.2,0.5,12.3,1.8,12.4,17.3,25.1,,,,,,,
