Código,Posto,Mês/Ano,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
198,Abreu e Lima,jan/2014,"0,0","0,0","0,0","0,0","0,0","9,8","0,2","0,0","0,3","57,7","0,9","14,5","4,3","0,3","6,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","4,0","0,0","9,5","1,1","0,0","1658,6"
309,Araçoiaba (Granja Cristo Redentor),jan/2014,"0,0","0,0","0,0","0,0","0,0","15,3","0,0","0,0","0,0","19,7","0,0","9,4","4,3","0,0","0,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,5","4,4","0,1","0,0","1160,8"
301,Cabo,jan/2014,"0,0","0,0","0,0","0,0","0,0","40,0","0,7","0,0","9,5","13,6","31,4","7,2","5,2","5,0","2,3","0,0","0,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2435,0"
490,Cabo (Barragem de Gurjaú),jan/2014,"0,0","0,0","0,0","0,0","0,0","27,5","0,0","0,0","0,0","21,5","0,0","13,1","4,5","0,0","3,0","0,0","0,0","14,0","1,5","0,0","0,0","0,0","3,7","0,0","0,0","27,5","4,0","6,5","0,5","0,0","0,0","2501,7"
491,Cabo (Barragem de Suape),jan/2014,"0,0","2,4","0,0","0,0","0,0","37,0","0,0","0,0","0,0","16,8","0,0","15,4","1,8","0,0","0,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,0","3,8","0,0","0,0","0,0","0,0","2197,0"
603,Cabo (Pirapama),jan/2014,"0,0","0,0","0,3","0,0","0,0","28,0","0,0","0,0","0,0","73,0","0,0","0,0","4,1","0,3","5,3","0,0","0,0","0,5","6,2","0,0","0,0","0,0","0,0","0,0","0,0","11,3","1,6","0,2","0,0","0,0","0,0","2036,7"
201,Camaragibe,jan/2014,"0,0","0,9","0,0","0,0","0,0","10,8","0,0","0,0","0,0","59,4","4,1","15,1","7,7","0,2","5,4","0,0","0,0","0,0","0,0","0,6","0,0","0,0","0,0","0,0","0,0","9,8","12,9","0,0","0,0","0,0","3,7","2090,7"
28,Goiana (Itapirema - IPA),jan/2014,"0,0","0,2","0,0","2,0","0,0","9,6","0,4","0,0","0,0","15,0","0,6","9,8","11,5","0,0","2,3","0,0","0,1","0,5","0,0","0,6","0,0","0,0","0,0","0,0","0,0","0,3","6,5","0,0","4,4","1,6","0,0","1568,2"
487,Goiana - PCD,jan/2014,"0,0","0,4","0,0","0,4","0,0","10,4","0,2","0,2","0,0","4,0","10,4","8,4","13,6","0,4","2,4","0,0","0,0","0,2","0,0","0,6","0,0","0,0","0,2","0,0","0,0","0,0","6,8","0,2","3,2","1,6","0,0","1481,4"
100,Igarassu,jan/2014,"0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","43,0","3,8","5,1","0,0","0,0","0,7","0,0","0,0","1,1","0,0","0,0","0,0","0,0","0,0","0,0","6,2","3,1","0,0","0,0","2,8","0,0","0,0","1824,3"
269,Igarassu (Bar.Catucá),jan/2014,"0,0","0,0","0,0","0,0","0,0","23,8","3,0","0,0","0,0","31,6","0,0","17,6","4,2","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,2","1,2","1,2","0,0","0,0","0,0","1336,5"
294,Igarassu (Usina São José),jan/2014,"0,0","0,0","0,0","0,0","0,0","12,0","2,0","0,0","0,0","66,0","2,0","5,4","1,2","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","1,9","0,0","0,0","5,0","0,0","1582,0"
387,Ipojuca,jan/2014,"0,0","0,3","0,0","0,0","0,0","2,6","0,0","0,0","0,0","31,0","1,3","6,1","11,6","0,0","3,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,7","7,2","2,1","0,0","0,0","0,0","2329,1"
602,Ipojuca (Suape) - PCD,jan/2014,"0,0","0,0","0,0","0,0","0,0","15,4","0,0","0,0","0,0","14,4","0,0","12,2","3,8","0,0","1,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,2","3,2","0,4","0,0","0,0","0,0","1934,6"
524,Itamaracá,jan/2014,"0,0","0,0","0,0","0,0","0,0","2,2","0,0","0,0","5,0","15,6","4,2","6,3","7,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","14,0","10,0","0,0","2,4","0,9","0,2","1574,0"
520,Itapissuma,jan/2014,"0,0","0,0","0,0","0,0","0,0","2,1","0,0","0,0","1,2","31,7","3,4","5,5","4,5","0,0","0,0","0,0","0,0","1,5","0,0","0,0","0,0","0,0","2,8","0,0","7,3","0,0","5,3","0,0","3,7","0,0","0,0","1777,8"
604,Jaboatão (Cidade da Copa) - PCD,jan/2014,"0,0","1,0","0,0","0,0","0,0","5,8","0,0","0,0","2,0","35,0","2,2","20,2","3,8","1,2","9,2","0,2","0,0","16,6","1,0","0,0","0,0","0,0","6,6","0,0","0,0","1,8","4,4","0,8","2,8","0,8","0,2","2423,4"
202,Jaboatão dos Guararapes,jan/2014,"0,0","4,0","0,0","0,0","0,0","48,3","0,0","0,0","3,4","35,6","3,4","15,4","0,0","0,0","1,7","0,0","0,0","0,0","1,5","0,0","0,0","0,0","0,0","0,0","0,0","2,1","7,8","0,0","1,2","0,0","0,0","2445,0"
268,Jaboatão dos Guararapes (Bar.Duas Unas),jan/2014,"9,8","3,8","0,0","0,0","0,0","22,4","1,0","0,0","0,0","35,4","0,3","9,8","2,8","0,0","0,0","0,8","0,0","11,4","7,8","0,0","0,0","0,0","5,6","0,0","0,0","9,6","6,2","1,2","4,2","0,0","1,2","1924,0"
205,Moreno,jan/2014,"1,0","1,5","0,0","0,0","0,0","5,0","0,0","0,0","0,0","37,0","5,0","6,0","4,0","0,0","0,0","0,0","0,0","1,5","2,0","0,0","0,0","0,0","0,0","0,0","10,0","7,0","7,0","0,0","3,0","0,0","0,0","2320,3"
199,Olinda,jan/2014,"0,5","1,7","0,0","0,0","0,0","45,7","0,0","0,0","0,0","40,5","0,2","2,5","3,1","0,0","2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,4","5,2","0,0","0,0","5,2","0,0","1978,4"
551,Olinda (Academia Santa Gertrudes),jan/2014,"0,0","0,0","0,0","0,0","0,0","38,0","0,0","0,0","11,7","26,9","0,0","0,0","9,6","0,0","1,9","0,0","0,0","0,3","0,0","0,0","0,0","0,0","0,3","0,0","0,0","16,5","1,9","0,0","2,9","2,6","0,0","1833,7"
209,Olinda (Alto da Bondade),jan/2014,"0,0","0,2","0,0","0,0","0,0","19,5","1,6","0,0","0,2","55,3","0,0","11,3","6,0","0,0","2,0","0,0","0,0","0,0","0,2","1,3","0,0","0,0","0,0","0,0","0,0","4,3","5,0","0,0","3,6","1,9","0,0","2062,6"
451,Paulista,jan/2014,"0,0","0,2","0,0","0,0","0,0","14,5","0,0","0,0","0,2","49,8","4,8","6,1","4,0","0,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","4,1","0,0","3,8","1,5","0,0","1911,2"
265,Recife (Alto da Brasileira),jan/2014,"0,0","17,6","0,0","0,0","0,0","33,1","0,0","0,0","0,0","53,8","0,0","13,0","4,5","0,0","4,0","4,2","0,0","0,0","0,0","5,4","0,0","0,0","0,0","0,0","0,0","11,0","4,2","0,7","8,5","1,5","0,0","2143,7"
196,Recife (Codecipe / Santo Amaro),jan/2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"84,2"
30,Recife (Várzea),jan/2014,"0,0","0,0","0,0","0,0","0,0","13,9","0,0","0,0","1,0","31,6","0,0","18,3","5,1","0,0","6,8","0,0","0,0","7,2","2,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0","5,6","0,0","0,6","6,2","0,0","2445,1"
267,São Lourenço da Mata (Tapacurá),jan/2014,"0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","27,5","0,0","5,2","1,6","0,0","1,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1468,4"
198,Abreu e Lima,fev/2014,"0,1","0,0","4,8","9,2","0,0","8,5","18,8","53,5","10,0","19,0","2,5","0,0","0,0","0,0","33,3","0,0","0,0","0,0","0,2","0,9","0,0","0,0","0,0","0,2","0,0","0,0","0,0","0,0",-,-,-,"1658,6"
309,Araçoiaba (Granja Cristo Redentor),fev/2014,"0,0","0,0","2,4","12,5","0,0","9,3","9,6","0,7","5,0","0,0","0,6","0,0","9,7","0,0","0,0","0,0","0,0","0,7","0,0","5,4","0,8","0,0","4,8","0,0","1,8","0,0","0,0","0,0",-,-,-,"1160,8"
301,Cabo,fev/2014,"0,6","0,0","2,0","19,0","0,2","24,0","25,0","11,0","36,0","18,2","18,0","6,4","3,5","42,4","1,0","0,0","0,0","0,0","1,9","6,0","0,0","2,1","2,5","0,0","0,0","0,0","0,0","0,0",-,-,-,"2435,0"
490,Cabo (Barragem de Gurjaú),fev/2014,"0,0","0,0","10,0","2,0","8,0","32,0","25,0","29,0","43,0","23,0","3,0","0,5","10,8","27,0","3,3","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0",-,-,-,"2501,7"
491,Cabo (Barragem de Suape),fev/2014,"0,0","1,0","7,4","9,2","2,8","3,0","15,6","13,2","41,2","23,4","41,0","19,6","0,0","31,0","11,2","0,0","0,0","0,0","0,0","4,6","1,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,"2197,0"
603,Cabo (Pirapama),fev/2014,"0,0","0,5","7,5","15,0","7,2","20,5","8,4","12,1","26,7","30,2","12,0","1,0","9,0","3,4","0,0","0,0","0,0","0,3","0,0","1,3","0,8","2,1","1,3","0,0","1,3","1,3","0,0","0,0",-,-,-,"2036,7"
201,Camaragibe,fev/2014,"0,0","0,0","16,3","6,0","0,5","9,3","18,0","6,4","9,0","16,2","5,3","1,1","1,8","16,0","4,7","0,0","0,0","0,0","0,0","2,4","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0",-,-,-,"2090,7"
28,Goiana (Itapirema - IPA),fev/2014,"0,0","3,4","14,5","18,5","0,7","3,6","19,8","3,8","1,8","0,3","0,2","33,6","26,1","0,4","0,0","0,0","0,0","5,7","0,0","9,7","0,0","2,3","0,0","0,6","4,1","0,0","0,0","0,0",-,-,-,"1568,2"
487,Goiana - PCD,fev/2014,"0,0","5,0","13,4","14,4","0,6","3,8","26,2","3,8","1,8","0,0","0,2","33,0","28,0","0,6","0,2","1,8","0,0","5,8","0,0","10,4","0,2","2,2","0,0","0,6","4,6","0,0","0,0","0,0",-,-,-,"1481,4"
100,Igarassu,fev/2014,"2,2","0,0","0,0","15,0","0,0","4,3","36,2","9,0","8,7","0,3","3,0","4,4","48,5","14,4","8,0","0,0","0,0","0,2","0,0","0,0","2,0","0,0","0,0","0,4","9,7","0,0","0,0","0,0",-,-,-,"1824,3"
269,Igarassu (Bar.Catucá),fev/2014,"0,0","0,0","0,0","9,2","2,8","8,3","3,2","11,4","1,0","6,0","3,4","0,0","21,6","17,0","6,2","0,0","0,0","0,0","0,0","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,"1336,5"
294,Igarassu (Usina São José),fev/2014,"0,0","0,2","2,5","17,0","0,0","5,0","9,0","8,0","5,0","6,0","0,0","0,0","0,0","15,2","16,5","0,0","0,0","2,8","0,0","1,0","1,0","0,0","0,0","0,0","1,6","0,0","0,0","0,0",-,-,-,"1582,0"
387,Ipojuca,fev/2014,"0,2","1,8","5,2","0,5","9,9","8,2","11,0","6,8","28,5","23,0","32,8","32,3","3,7","37,2","0,0","0,7","0,0","0,0","0,0","0,0","0,4","5,2","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,"2329,1"
602,Ipojuca (Suape) - PCD,fev/2014,"2,2","2,4","1,0","14,2","0,0","9,6","15,6","13,6","51,6","16,2","0,2","36,6","1,8","0,0",-,-,-,-,"0,0","1,6","0,0","0,6","0,2","3,0","6,0","0,0","0,0","0,0",-,-,-,"1934,6"
524,Itamaracá,fev/2014,"0,0","1,0","13,9","0,2","0,0","4,9","47,9","0,0","0,6","7,1","0,0","0,0","14,7","7,7","0,0","0,0","0,0","7,3","0,0","0,0","0,0","0,0","0,0","0,0","0,9","0,0","0,0","0,0",-,-,-,"1574,0"
520,Itapissuma,fev/2014,"0,0","6,4","12,3","11,5","0,0","5,6","43,5","12,5","6,7","5,3","3,0","0,0","38,6","13,4","0,0","0,0","0,0","16,6","0,0","0,0","0,0","1,3","0,0","2,0","0,0","0,0","0,0","0,0",-,-,-,"1777,8"
604,Jaboatão (Cidade da Copa) - PCD,fev/2014,"0,2","0,6","9,6","12,0","2,4","8,4","18,2","40,4","24,4","5,6","7,4","6,2","0,6","13,4","0,2","0,0","0,0","0,2","0,0","9,0","0,0","0,2","1,6","0,4","0,2","0,0","0,0","0,0",-,-,-,"2423,4"
202,Jaboatão dos Guararapes,fev/2014,"0,0","0,0","7,3","8,7","0,8","14,3","25,2","32,7","34,9","6,2","0,0","1,8","0,0","30,8","0,0","0,0","0,0","0,0","0,0","3,8","0,0","1,2","2,2","0,0","0,0","0,0","0,0","0,0",-,-,-,"2445,0"
268,Jaboatão dos Guararapes (Bar.Duas Unas),fev/2014,"0,0","0,0","0,0","13,4","2,6","19,2","31,2","57,4","7,4","24,2","1,4","1,6","65,2","20,4","0,4","0,0","0,0","3,0","0,0","5,0","0,0","1,4","3,0","3,2","8,4","0,0","0,0","0,0",-,-,-,"1924,0"
205,Moreno,fev/2014,"0,0","3,0","6,0","8,0","3,0","27,0","30,0","32,0","26,0","12,0","2,0","0,0","14,0","3,0","5,0","0,0","0,0","20,0","0,0","2,5","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0",-,-,-,"2320,3"
199,Olinda,fev/2014,"0,0","3,2","6,5","11,5","0,5","6,3","5,9","6,9","11,1","20,5","2,1","0,0","0,0","0,0","0,5","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,"1978,4"
551,Olinda (Academia Santa Gertrudes),fev/2014,"0,0","8,0","1,2","10,0","0,0","4,6","6,2","3,6","27,7","2,4","2,4","0,0","2,6","0,0","0,3","0,0","0,0","11,0","0,0","0,6","0,0","0,3","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,"1833,7"
209,Olinda (Alto da Bondade),fev/2014,"0,0","3,4","3,3","12,0","0,3","5,7","7,5","19,5","9,5","23,4","7,7","0,0","1,3","0,0","37,5","0,0","0,0","12,8","0,0","0,8","0,0","3,4","0,0","0,3","0,0","0,0","0,0","0,0",-,-,-,"2062,6"
451,Paulista,fev/2014,"1,6","0,1","7,5","5,4","0,0","8,0","40,8","60,4","18,8","13,8","2,4","0,0","0,2","8,1",-,"0,0","0,0","3,5","0,0","1,9","0,0","0,0","0,0","0,3","1,0","0,0","0,0","0,0",-,-,-,"1911,2"
265,Recife (Alto da Brasileira),fev/2014,"0,0","0,0","4,1","9,7","0,0","9,5","3,6","13,7","8,7","17,5","8,7","3,5","0,0","1,2","7,6","0,0","0,0","11,1","0,0","0,0","0,0","0,5","0,0","0,3","0,0","0,0","0,0","0,0",-,-,-,"2143,7"
196,Recife (Codecipe / Santo Amaro),fev/2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"84,2"
30,Recife (Várzea),fev/2014,"0,0","6,0","11,6","0,8","0,0","9,0","35,0","13,0","24,3","12,4","0,4","0,2","3,0","16,6","0,0","0,0","0,0","0,0","0,0","12,5","0,4","5,1","0,6","0,0","0,0","0,0","0,0","0,0",-,-,-,"2445,1"
267,São Lourenço da Mata (Tapacurá),fev/2014,"0,0","0,2","1,7","2,8","1,8","16,4","4,1","11,9","5,8","8,2","0,5","0,0","1,1","6,5","0,0","0,0","0,0","0,0","0,0","3,1","0,0","2,2","3,9","0,0","0,0","0,0","0,0","0,0",-,-,-,"1468,4"
198,Abreu e Lima,mar/2014,"0,0",-,"0,0","0,0","0,0","0,0","0,3","0,6",-,"0,0","3,3","25,4","6,3","10,2","0,0","1,0","20,1","1,5","4,7","14,0","0,0","0,0","0,0","0,0","0,0","1,5","1,0","0,4","0,0","0,2","0,0","1658,6"
309,Araçoiaba (Granja Cristo Redentor),mar/2014,"17,3","0,0","0,0","0,0","0,0","5,6","0,0","3,9","2,8","0,0","1,7","8,6","12,7","16,7","1,5","7,3","0,3","11,6","2,9","17,1","7,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6","0,0","1160,8"
301,Cabo,mar/2014,"0,0","0,0","0,0","0,0","4,0","32,8","0,0","0,0","0,0","3,9","0,0","37,0","27,0","3,6","3,0","3,7","7,0","22,0","13,5","13,5","3,5","0,0","0,0","0,0","2,1","2,0","0,0","0,0","0,0","0,0","0,0","2435,0"
490,Cabo (Barragem de Gurjaú),mar/2014,"25,0","0,5","0,0","0,5","0,0","28,7","0,3","0,0","0,0","0,0","8,0","31,0","17,5","3,5","4,0","0,0","7,5","4,0","18,0","24,5","9,5","0,5","0,0","0,0","0,0","0,5","0,0","0,0","1,0","0,0","0,0","2501,7"
491,Cabo (Barragem de Suape),mar/2014,"2,5","0,0","0,0","0,0","17,0","0,0","0,0","8,6","0,0","0,0","1,2","40,1","18,0","1,2","1,2","1,6","14,4","8,0","6,3","21,4","0,0","0,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2197,0"
603,Cabo (Pirapama),mar/2014,"4,3","0,5","1,5","0,0","0,0","3,2","0,5","3,1","0,0","0,0","0,0","28,0","12,7","0,0","2,8","0,0","4,5","4,2","6,4","34,2","4,1","0,7","0,2","0,0","0,0","0,6","0,0","0,0","0,0","0,0","0,4","2036,7"
201,Camaragibe,mar/2014,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,2","6,8","5,8","31,4","13,1","0,0","0,0","13,9","6,3","7,0","50,1","19,7","0,0","0,0","3,1","0,0","1,6","0,0","1,1","0,0","0,0","10,4","2090,7"
