Código,Posto,Mês/Ano,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
198,Abreu e Lima,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","6,5","0,4","46,5","5,7","0,0","42,0","0,3","2,4","13,9","0,0","0,0","0,2","0,0","3,2","0,0","0,0","1525,4"
309,Araçoiaba (Granja Cristo Redentor),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,7","1,6","0,0","0,0","2,4","1,7","9,3","2,3","16,7","4,3","40,5","0,0","1,5","2,7","2,7","5,4","3,6","0,0","0,0","2,5","0,0","0,0","1220,4"
301,Cabo,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,5","0,2","0,0","0,2","6,4","12,9","3,6","0,6","0,4","14,8","16,9","0,0","8,1","23,7","11,2","0,0","0,0","0,0","2,0","6,1","1,8","0,0","1285,7"
490,Cabo (Barragem de Gurjaú),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4","0,0","6,3","11,5","2,5","1,0","1,4","1,0","1,5","0,0","2,7","6,5","25,0","0,0","1,5","7,5","11,3","9,5","0,0","0,0","0,0","5,6","0,0","1,0","1795,4"
491,Cabo (Barragem de Suape),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,3","5,6","1,5","0,0","0,0","0,5","4,6","2,0","7,6","2,0","6,9","5,3","3,0","3,6","9,5","23,7","15,1","0,0","0,0","0,0","0,0","0,0","4,7","0,0","1859,7"
603,Cabo (Pirapama),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,7","3,1","0,6","0,6","5,5","0,0","2,4","4,0","6,4","13,2","2,0","6,4","9,2","27,2","0,1","1,3","14,6","42,3","0,8","0,0","0,2","0,0","5,1","0,0","0,0","1970,6"
201,Camaragibe,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,7","0,9","8,9","12,3","0,0","0,0","3,8","2,0","2,5","0,4","12,0","17,7","56,5","6,0","0,0","1,8","14,3","0,0","1,7","0,0","2,0","3,8","0,0","0,2","1683,3"
28,Goiana (Itapirema - IPA),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,1","0,3","0,2","0,0","7,8","11,8","0,0","0,4","0,1","1,4","5,3","0,2","27,6","35,4","67,2","0,4","0,2","0,1","1,4","0,1","0,2","0,5","0,0","0,2","0,0","0,0","1334,4"
487,Goiana - PCD,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,2","0,4","0,0","0,0","8,6","12,0","0,0","0,0","0,0","0,4","5,8","0,2","28,4","89,6","13,2","0,6","0,2","0,0","1,6","0,2","0,0","0,4","0,0","0,0","0,2","0,0","1392,1"
100,Igarassu,jan/2018,"0,0","0,0","0,0","0,0","0,0","1,6","0,0","0,0","0,0","16,1","0,0","0,0","4,6","0,0","8,1","0,0","33,0","2,1","34,2","0,0","1,7","1,2","0,0","14,1","0,0","3,0","0,0","0,0","27,0","0,0","0,3","1561,8"
269,Igarassu (Bar.Catucá),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,0","0,0","0,0","2,2","0,0","14,6","0,0","26,9","6,4","32,4","0,0","6,2","0,0","31,1","0,0","0,0","0,0","0,0","9,1","0,5","0,0","1292,0"
294,Igarassu (Usina São José),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4","0,0","9,5","0,0","0,0","5,1","0,0","7,5","1,0","10,8","4,6","20,4","0,0","4,0","1,4","13,4","0,3","1,0","1,0","0,0","11,3","0,0","0,0","1352,5"
387,Ipojuca,jan/2018,"0,0","0,0","0,0","1,0","0,0","0,6","0,0","4,0","1,8","4,1","4,4","0,4","0,0","9,9","2,9","1,0","3,7","0,0","7,0","19,2","0,4","1,4","17,5","23,0","0,3","14,8","0,0","1,7","2,2","9,1","0,0","1801,5"
602,Ipojuca (Suape) - PCD,jan/2018,"0,0","0,0","0,0","0,0","0,2","0,0","0,0","0,0","1,0","10,2","0,0","0,0","0,6","7,6","2,8","1,8","0,2","1,0","2,4","0,0","1,0","3,0","25,8","8,6","2,8","7,0","0,2","3,4","1,4","6,6","0,0","1670,6"
524,Itamaracá,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,0","0,0","3,4","1,7","0,0","0,0","0,0","0,0","3,2","1,2","35,2","4,1","32,9","0,4","0,0","4,9","4,1","0,0","0,3","0,0","0,0","29,3","0,2","0,0","1363,1"
520,Itapissuma,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","29,0","12,0","0,0","0,0","0,0","2,5","9,0","0,5","35,0","10,0","23,5","0,0","0,0","10,0","8,0","0,0","0,0","0,0","0,0","29,3","0,0","0,0","1308,4"
604,Jaboatão (Cidade da Copa) - PCD,jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","0,0","18,6","12,4","1,2","0,0","19,0","3,6","1,6","2,0","16,6","38,9","44,2","5,2","0,2","4,2","11,0","0,4","11,0","0,0","0,0","0,0","0,0","0,0","1819,3"
