Código,Posto,Mês/Ano,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
198,Abreu e Lima,jan/2023,"8,4","5,9","0,0","1,0","3,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,7","0,0","7,2","1,0","2,2","7,7","23,5","0,0","0,0","0,0","0,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1477,1"
309,Araçoiaba (Granja Cristo Redentor),jan/2023,"19,5","42,1","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,9","3,9","2,1","8,0","70,6","19,0","0,0","0,0","0,0","7,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1210,8"
301,Cabo,jan/2023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,0"
490,Cabo (Barragem de Gurjaú),jan/2023,"20,3","0,0","2,3","0,0","3,7","0,0","0,0","0,0","0,0","0,0","6,6","0,0","1,3","0,0","7,5","11,5","2,9","14,6","23,5","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3","0,0","2010,9"
491,Cabo (Barragem de Suape),jan/2023,"32,7","48,5","0,0","0,0","10,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","15,7","5,3","0,0","6,3","1,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1727,2"
603,Cabo (Pirapama),jan/2023,"34,9","57,5","8,4","0,0","0,0","1,5","0,2","0,0","0,0","0,0","0,0","0,0","1,0","0,0","14,0","3,5","1,4","9,7","29,5","7,4","0,0","0,0","0,0","8,1","0,0","0,0","0,0","0,0","0,0","0,0","0,3","2119,9"
201,Camaragibe,jan/2023,"40,7","48,7","0,5","0,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,8","0,0","2,5","3,0","7,3","5,2","5,7","18,7","3,9","0,0","0,0","0,0","8,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1687,6"
28,Goiana (Itapirema - IPA),jan/2023,"3,4","70,8","4,2","0,0","0,2","0,0","0,2","0,4","0,0","0,0","0,0","0,6","1,2","0,0","0,2","0,0","0,6","12,2","47,0","5,4","0,0","0,0","0,0","6,0","0,0","0,0","0,0","0,0","0,0","0,2","1,8","1166,4"
487,Goiana - PCD,jan/2023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"58,6"
100,Igarassu,jan/2023,"28,9","3,4","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,2","1,0","9,8","5,6","11,6","3,2","23,0","11,8","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,6","0,0","0,0","1510,2"
